City_ID,City_Name,State_Name,Tier,Population,Area_sq_km,Population_Density,Latitude,Longitude,Average_Property_Price_sqft,Average_Rent_sqft,Rental_Yield,GDP_USD_Billion,IT_Hub,Financial_Hub,Manufacturing_Hub,Tourist_City,Metro_Available,Airport_Available,Smart_City,AQI_Index,Crime_Index,Livability_Score,Infrastructure_Score,Investment_Score,Price_Growth_5Y,Annual_Rainfall_mm,Avg_Temperature_C,Major_Industry,Hospitals_Count,Schools_Count,Shopping_Malls_Count,Universities_Count,Metro_Stations,EV_Charging_Stations,Internet_Coverage_Percent,Green_Cover_Percent,Last_Updated
C0509,Madhya City 509,Madhya Pradesh,Tier 3,4825591,121.02,13398,31.951742,72.397747,10762,44,3.02,27.5,No,No,Yes,Yes,No,Yes,Yes,97,56,80,54,64,4.02,778,33.1,Services,19,50,14,10,0,78,87.66,32.33,2025-12-31
C0510,Ladakh City 510,Ladakh,Tier 3,4890591,292.53,14868,34.138452,89.521229,12146,50,3.31,4.84,No,No,No,Yes,No,Yes,Yes,141,40,67,71,82,1.51,3066,34.8,Agriculture,80,163,8,3,0,18,81.09,60.67,2025-12-31
C0511,Manipur City 511,Manipur,Tier 2,3945229,455.43,1915,28.22407,82.669466,8560,55,3.6,17.08,No,No,No,Yes,No,Yes,Yes,189,40,54,70,53,3.53,3438,20.8,Services,65,25,10,11,0,15,71.7,39.19,2025-12-31
C0512,Puducherry City 512,Puducherry,Tier 3,4986051,130.59,7346,32.634052,76.30756,11803,59,2.66,4.94,No,No,No,No,No,Yes,Yes,51,15,50,59,84,3.43,478,33.4,Manufacturing,11,11,15,5,0,4,65.07,69.02,2025-12-31
C0513,Telangana City 513,Telangana,Tier 3,4848260,71.13,3006,33.893512,77.57411,2438,45,2.33,1.38,No,No,Yes,Yes,No,Yes,No,240,41,56,67,87,1.37,2254,11.8,Tourism,22,43,14,8,0,20,84.45,52.0,2025-12-31
C0514,Gujarat City 514,Gujarat,Tier 3,1927302,353.85,824,19.408411,77.821071,4467,52,3.89,13.68,No,No,No,No,No,No,No,236,69,65,69,70,0.16,1989,13.7,Manufacturing,9,50,1,3,0,18,64.09,36.94,2025-12-31
C0515,Jharkhand City 515,Jharkhand,Tier 2,2419574,392.07,11567,17.278561,74.938368,9690,35,3.64,27.91,No,No,No,Yes,No,No,Yes,123,20,75,62,72,-2.01,228,31.0,Tourism,54,105,15,14,0,50,89.78,61.75,2025-12-31
C0516,Delhi City 516,Delhi,Tier 2,2792304,380.28,11889,20.248104,77.128863,14112,44,5.47,5.68,No,No,Yes,No,No,No,Yes,154,66,71,59,52,10.26,1083,22.8,Services,40,113,5,13,0,4,89.29,47.89,2025-12-31
C0517,Sikkim City 517,Sikkim,Tier 3,2878469,31.29,8210,30.375473,96.108948,5104,21,2.59,20.47,No,No,No,No,No,Yes,No,227,70,52,79,87,5.21,2306,34.9,Services,10,155,10,0,0,52,82.39,67.91,2025-12-31
C0518,Chhattisgarh City 518,Chhattisgarh,Tier 3,3550105,466.65,14789,25.654053,74.697412,6963,61,4.36,13.59,No,No,No,Yes,No,Yes,No,131,26,50,83,64,-2.39,3464,21.2,Services,5,230,1,2,0,35,80.34,63.97,2025-12-31
C0519,Uttarakhand City 519,Uttarakhand,Tier 2,4258999,438.22,12305,31.044262,86.56057,6816,57,4.4,1.73,No,No,Yes,No,No,Yes,Yes,129,45,71,61,84,6.84,158,27.1,Agriculture,47,135,15,0,0,12,64.94,54.96,2025-12-31
C0520,Mizoram City 520,Mizoram,Tier 2,2502129,345.75,7108,12.693983,80.367032,13746,18,3.45,23.0,No,No,No,No,No,Yes,Yes,69,65,57,50,65,-2.01,3255,29.9,Tourism,27,68,14,10,0,15,79.02,60.11,2025-12-31
C0521,Lakshadweep City 521,Lakshadweep,Tier 3,4334729,87.39,11244,25.816614,90.779413,7636,58,2.37,5.46,No,No,Yes,No,No,Yes,Yes,46,20,59,71,60,4.83,2924,23.4,Services,85,189,0,10,0,49,90.12,35.94,2025-12-31
C0522,Chandigarh City 522,Chandigarh,Tier 3,1831404,108.74,10475,26.487188,90.430438,14050,52,2.27,29.79,No,No,Yes,No,No,No,No,112,51,73,62,52,-2.45,870,10.1,Tourism,7,200,20,10,0,53,88.49,10.45,2025-12-31
C0523,Rajasthan City 523,Rajasthan,Tier 3,764921,93.02,1872,25.244806,84.280956,3708,45,2.54,14.93,No,No,No,Yes,No,Yes,No,92,29,84,77,68,-2.42,536,11.4,Tourism,90,80,8,12,0,19,70.67,60.98,2025-12-31
C0524,Chhattisgarh City 524,Chhattisgarh,Tier 3,680082,264.19,12401,16.694784,68.659235,6471,28,2.74,2.97,No,No,Yes,Yes,No,No,Yes,54,26,71,70,57,-0.26,969,24.6,Agriculture,34,35,8,9,0,70,88.68,64.78,2025-12-31
C0525,Goa City 525,Goa,Tier 3,4683588,339.21,1945,33.964449,89.816756,2467,27,5.68,12.72,No,No,No,No,No,Yes,Yes,47,16,87,50,56,10.37,274,21.7,Tourism,56,287,3,8,0,20,82.45,43.67,2025-12-31
C0526,Meghalaya City 526,Meghalaya,Tier 2,2852322,109.14,10924,34.626731,88.320227,3501,48,5.25,14.22,No,No,Yes,Yes,No,Yes,No,31,53,83,67,86,8.92,3279,31.0,Services,75,131,1,13,0,27,83.3,33.31,2025-12-31
C0527,Andaman City 527,Andaman and Nicobar Islands,Tier 3,2937928,94.02,9979,19.934748,84.771619,6213,23,4.47,26.71,No,No,No,No,No,No,Yes,59,35,87,62,66,7.37,2461,14.6,Agriculture,90,137,4,1,0,29,97.93,54.69,2025-12-31
C0528,Chhattisgarh City 528,Chhattisgarh,Tier 3,1165366,483.65,4830,35.822595,84.662667,12479,21,4.87,24.93,No,No,Yes,No,No,Yes,No,82,38,59,59,57,10.03,1431,34.4,Services,89,275,8,14,0,25,92.59,18.75,2025-12-31
C0529,Tripura City 529,Tripura,Tier 3,1627064,438.88,14359,35.45619,75.040287,9810,68,3.1,1.66,No,No,Yes,No,No,No,Yes,45,60,53,79,83,1.34,1793,12.8,Tourism,23,155,8,5,0,54,89.22,38.39,2025-12-31
C0530,Andaman City 530,Andaman and Nicobar Islands,Tier 2,4969788,243.58,5267,26.68325,81.030949,13079,63,3.1,14.41,No,No,No,No,No,Yes,No,86,38,58,51,65,6.68,1675,15.5,Manufacturing,19,147,11,8,0,12,70.33,49.5,2025-12-31
C0531,Punjab City 531,Punjab,Tier 3,220285,59.59,14796,11.106455,94.064494,5930,59,2.98,28.74,No,No,Yes,No,No,Yes,Yes,35,30,85,76,86,2.12,2070,14.8,Agriculture,98,166,13,8,0,34,82.28,47.73,2025-12-31
C0532,Tamil City 532,Tamil Nadu,Tier 2,3237012,251.77,3515,33.817455,77.416737,7307,30,3.89,7.39,No,No,No,No,No,Yes,No,173,11,54,56,86,10.44,1047,20.3,Agriculture,31,249,13,2,0,13,85.88,68.56,2025-12-31
C0533,Delhi City 533,Delhi,Tier 2,1901635,376.87,3879,18.755433,69.06186,1991,66,4.35,3.78,No,No,No,No,No,Yes,Yes,117,69,65,89,57,-1.6,1125,29.8,Manufacturing,10,253,8,5,0,0,95.2,39.37,2025-12-31
C0534,Maharashtra City 534,Maharashtra,Tier 3,2824482,77.04,8552,24.903497,94.819521,6349,8,3.71,10.6,No,No,No,No,No,Yes,Yes,219,16,90,86,51,7.01,888,14.3,Manufacturing,34,33,5,6,0,26,67.51,27.7,2025-12-31
C0535,Bihar City 535,Bihar,Tier 3,1942681,320.76,815,11.418411,94.454996,5145,31,4.51,26.43,No,No,No,No,No,Yes,Yes,243,67,60,80,74,-2.89,1634,10.9,Manufacturing,92,225,3,2,0,20,68.05,19.22,2025-12-31
C0536,Gujarat City 536,Gujarat,Tier 3,1973148,358.85,3022,15.718063,83.087594,10893,64,4.71,28.51,No,No,No,No,No,Yes,Yes,144,37,61,89,78,1.19,1165,25.2,Agriculture,30,217,9,12,0,68,77.66,15.46,2025-12-31
C0537,Haryana City 537,Haryana,Tier 2,501241,137.98,11773,23.472744,92.858098,10976,38,3.58,19.56,No,No,Yes,Yes,No,Yes,Yes,234,18,65,53,82,9.87,2326,32.1,Manufacturing,73,292,2,10,0,67,80.43,25.58,2025-12-31
C0538,Sikkim City 538,Sikkim,Tier 2,1545773,50.69,8336,32.657105,73.953711,14954,58,2.88,19.16,No,No,Yes,No,No,Yes,No,214,50,84,55,70,3.91,2890,16.9,Tourism,8,26,0,0,0,3,92.79,53.39,2025-12-31
C0539,Goa City 539,Goa,Tier 3,1433482,386.05,13537,26.474137,70.350833,13071,20,3.92,24.2,No,No,No,No,No,Yes,Yes,214,19,72,70,74,7.08,3355,32.9,Tourism,42,143,5,2,0,69,90.89,46.02,2025-12-31
C0540,Lakshadweep City 540,Lakshadweep,Tier 3,2459072,260.84,12882,10.221512,73.096024,14304,26,4.01,23.69,No,No,No,No,No,No,Yes,159,37,79,51,52,5.99,111,26.6,Manufacturing,53,186,20,10,0,11,73.74,40.95,2025-12-31
C0541,Andaman City 541,Andaman and Nicobar Islands,Tier 2,3448924,207.53,2314,14.838251,72.328919,6214,40,2.91,9.78,No,No,Yes,No,No,No,Yes,230,46,74,52,85,7.71,2660,21.7,Services,31,133,13,14,0,79,73.49,69.92,2025-12-31
C0542,Andaman City 542,Andaman and Nicobar Islands,Tier 2,1105007,60.32,4687,31.257818,94.916019,8217,24,5.34,3.9,No,No,Yes,No,No,No,Yes,170,70,80,81,65,4.73,1648,28.0,Manufacturing,72,42,12,8,0,31,65.88,13.93,2025-12-31
C0543,Uttar City 543,Uttar Pradesh,Tier 3,1483370,275.21,10870,27.41536,89.186001,8478,27,2.63,7.43,No,No,No,Yes,No,No,No,84,16,69,66,55,3.93,267,30.6,Tourism,85,209,5,11,0,47,88.79,61.98,2025-12-31
C0544,Assam City 544,Assam,Tier 2,3432950,400.67,12114,27.596776,77.857991,12993,19,3.18,28.78,No,No,Yes,Yes,No,No,No,108,36,67,68,82,5.64,3437,23.3,Agriculture,33,65,11,7,0,71,86.5,41.12,2025-12-31
C0545,Nagaland City 545,Nagaland,Tier 3,1176202,248.87,13927,28.218527,87.536656,7369,10,3.16,19.24,No,No,No,Yes,No,Yes,Yes,83,58,72,62,83,0.87,1390,32.1,Agriculture,55,123,4,3,0,11,63.59,45.99,2025-12-31
C0546,Andaman City 546,Andaman and Nicobar Islands,Tier 3,1088331,285.86,10236,36.292118,74.991793,3297,48,4.72,14.88,No,No,Yes,No,No,No,Yes,40,66,76,52,54,11.34,3172,25.3,Services,46,209,3,14,0,64,92.62,56.73,2025-12-31
C0547,Andaman City 547,Andaman and Nicobar Islands,Tier 2,139522,458.41,3719,31.790117,96.92063,2281,45,2.43,23.4,No,No,Yes,Yes,No,Yes,Yes,206,34,71,80,90,7.54,1180,28.2,Agriculture,97,222,0,6,0,50,73.98,57.52,2025-12-31
C0548,Himachal City 548,Himachal Pradesh,Tier 2,689647,176.28,1461,31.446895,93.254406,12274,57,4.3,3.44,No,No,No,Yes,No,Yes,No,165,40,71,51,87,-0.91,1768,14.9,Manufacturing,32,268,4,2,0,30,77.15,30.11,2025-12-31
C0549,Uttarakhand City 549,Uttarakhand,Tier 2,823637,149.92,897,28.167095,92.861041,6616,16,4.08,12.34,No,No,Yes,No,No,Yes,No,90,41,75,77,77,11.49,3146,11.2,Agriculture,19,75,13,0,0,5,95.87,62.49,2025-12-31
C0550,Bihar City 550,Bihar,Tier 2,3080989,213.58,14792,25.615395,91.726997,14296,9,3.55,20.61,No,No,Yes,No,No,Yes,Yes,74,59,63,66,71,2.34,3448,20.7,Manufacturing,60,65,15,15,0,54,89.0,48.65,2025-12-31
C0551,Jharkhand City 551,Jharkhand,Tier 2,4449758,420.75,5057,29.740237,69.169913,5766,27,5.59,0.35,No,No,No,Yes,No,No,No,90,40,85,83,58,3.11,968,15.8,Tourism,83,73,1,3,0,47,77.16,51.64,2025-12-31
C0552,Bihar City 552,Bihar,Tier 3,4785048,303.0,1362,31.295309,76.287168,4778,67,2.06,29.86,No,No,No,Yes,No,No,No,226,49,86,74,68,9.45,2728,25.1,Services,16,277,9,4,0,68,89.77,44.76,2025-12-31
C0553,Meghalaya City 553,Meghalaya,Tier 2,2821208,295.71,5123,8.616928,82.512713,6872,44,4.48,29.25,No,No,Yes,Yes,No,Yes,Yes,77,63,64,68,59,8.64,1860,20.1,Agriculture,57,21,17,15,0,19,75.12,17.06,2025-12-31
C0554,Uttarakhand City 554,Uttarakhand,Tier 2,3757675,111.74,3837,16.975551,95.347914,13668,22,4.08,6.77,No,No,No,Yes,No,Yes,Yes,244,62,68,50,72,11.4,2818,12.9,Manufacturing,93,299,19,13,0,43,61.14,58.28,2025-12-31
C0555,Jharkhand City 555,Jharkhand,Tier 3,3059179,285.92,2702,20.590222,75.715118,14638,43,3.53,11.47,No,No,No,Yes,No,Yes,Yes,173,40,77,56,59,8.5,3406,23.2,Tourism,20,138,6,8,0,51,80.58,24.44,2025-12-31
C0556,Punjab City 556,Punjab,Tier 3,390259,431.68,13940,35.817454,81.874103,5465,8,2.03,25.6,No,No,No,No,No,No,Yes,44,17,74,82,62,-1.87,2837,14.8,Tourism,8,34,2,12,0,67,62.13,48.9,2025-12-31
C0557,Goa City 557,Goa,Tier 3,663734,433.18,5565,9.575383,79.82594,4703,63,4.52,6.04,No,No,No,No,No,Yes,Yes,216,33,64,90,67,1.05,2128,21.0,Tourism,55,93,1,14,0,17,87.59,55.78,2025-12-31
C0558,Uttarakhand City 558,Uttarakhand,Tier 2,1200859,191.94,9400,31.161343,89.630028,9862,54,4.5,14.33,No,No,No,Yes,No,Yes,Yes,226,59,66,51,75,11.05,2863,23.3,Agriculture,29,111,6,14,0,29,63.39,17.96,2025-12-31
C0559,Rajasthan City 559,Rajasthan,Tier 3,1486536,125.23,6875,11.152685,83.795877,3096,37,2.04,25.52,No,No,Yes,Yes,No,Yes,Yes,30,34,57,64,77,0.57,2202,34.5,Tourism,21,249,15,11,0,48,64.61,23.1,2025-12-31
C0560,Chhattisgarh City 560,Chhattisgarh,Tier 3,2626126,154.36,1105,29.053613,72.892114,11283,28,2.19,25.95,No,No,No,Yes,No,Yes,No,100,28,53,65,78,0.07,1124,30.8,Services,65,283,3,4,0,59,88.15,39.98,2025-12-31
C0561,Chandigarh City 561,Chandigarh,Tier 2,1615719,65.33,13963,12.682831,70.675788,9853,65,5.28,16.18,No,No,Yes,Yes,No,Yes,No,162,69,76,60,86,5.19,3108,30.7,Services,34,228,7,7,0,14,92.23,20.63,2025-12-31
C0562,Rajasthan City 562,Rajasthan,Tier 3,294586,189.08,9678,29.757866,95.833254,2175,39,5.14,17.74,No,No,No,No,No,Yes,No,152,54,53,75,81,0.54,1759,23.0,Manufacturing,6,196,0,12,0,69,65.46,49.53,2025-12-31
C0563,Karnataka City 563,Karnataka,Tier 2,1928278,325.71,5672,27.542608,70.499485,8244,51,5.49,11.11,No,No,No,No,No,Yes,No,133,46,59,54,83,6.77,813,11.8,Manufacturing,46,300,12,14,0,76,96.29,43.45,2025-12-31
C0564,Lakshadweep City 564,Lakshadweep,Tier 3,2023161,232.08,10277,23.713872,90.717131,2064,68,2.63,26.79,No,No,Yes,No,No,Yes,Yes,199,63,84,77,88,7.75,1127,22.7,Tourism,87,76,9,10,0,78,79.46,47.77,2025-12-31
C0565,Goa City 565,Goa,Tier 3,2958996,242.38,9240,22.718512,95.91047,14107,66,2.14,19.71,No,No,Yes,No,No,Yes,Yes,169,35,78,74,80,-0.06,3250,34.3,Manufacturing,8,241,8,12,0,9,96.61,13.81,2025-12-31
C0566,Jammu City 566,Jammu and Kashmir,Tier 3,4514394,261.46,9179,12.347595,86.085596,8951,40,3.99,25.4,No,No,Yes,No,No,Yes,No,221,12,84,70,83,-2.99,2735,14.7,Manufacturing,52,36,8,0,0,46,88.71,33.41,2025-12-31
C0567,Sikkim City 567,Sikkim,Tier 3,4824741,48.01,11326,11.619939,76.108316,10676,19,5.11,10.41,No,No,No,No,No,No,Yes,164,35,79,87,75,-0.06,1545,30.7,Tourism,28,136,20,4,0,68,88.1,60.8,2025-12-31
C0568,Uttar City 568,Uttar Pradesh,Tier 2,1682153,286.71,9681,35.101553,77.865396,4493,24,2.32,20.48,No,No,No,Yes,No,No,No,75,68,71,74,60,11.53,803,20.1,Manufacturing,93,123,10,11,0,13,68.5,69.49,2025-12-31
C0569,Chandigarh City 569,Chandigarh,Tier 2,4747062,363.99,6349,18.608322,95.597222,9822,41,3.05,11.71,No,No,No,Yes,No,No,No,227,53,68,66,64,-2.89,1355,25.7,Agriculture,91,272,18,2,0,14,94.73,45.94,2025-12-31
C0570,Karnataka City 570,Karnataka,Tier 2,1720572,275.13,11845,17.674839,74.844522,14799,10,2.34,11.05,No,No,No,No,No,Yes,No,105,39,56,70,70,0.03,987,28.2,Tourism,84,119,13,15,0,67,63.7,57.93,2025-12-31
C0571,Delhi City 571,Delhi,Tier 3,434132,37.55,10470,15.706878,92.551547,13221,63,4.57,3.45,No,No,Yes,Yes,No,No,Yes,146,34,89,83,57,7.44,2245,21.8,Agriculture,82,77,15,0,0,34,73.72,24.1,2025-12-31
C0572,Chandigarh City 572,Chandigarh,Tier 3,3423844,106.51,2542,35.120045,84.164791,14511,35,3.66,28.68,No,No,No,No,No,No,No,106,65,60,58,81,7.59,2189,18.4,Tourism,74,183,18,13,0,46,90.27,29.04,2025-12-31
C0573,Odisha City 573,Odisha,Tier 2,4261342,90.58,10366,34.404116,96.061397,13157,35,5.94,0.96,No,No,Yes,Yes,No,Yes,Yes,235,29,73,90,64,5.79,1050,11.8,Manufacturing,21,69,10,10,0,8,67.92,29.44,2025-12-31
C0574,Ladakh City 574,Ladakh,Tier 2,4427065,125.92,10671,20.344802,89.406498,12973,14,3.14,8.67,No,No,No,No,No,No,Yes,157,64,64,77,78,10.48,3331,21.0,Tourism,87,221,4,0,0,16,73.92,40.92,2025-12-31
C0575,Karnataka City 575,Karnataka,Tier 3,2465191,128.3,1440,23.249002,91.356158,4632,53,4.17,24.53,No,No,Yes,Yes,No,Yes,Yes,81,48,59,50,90,1.57,479,11.5,Agriculture,16,276,7,13,0,33,78.6,22.24,2025-12-31
C0576,Dadra City 576,Dadra and Nagar Haveli and Daman and Diu,Tier 3,2944129,41.39,3004,30.241115,79.716735,13369,13,4.66,5.47,No,No,Yes,No,No,No,No,112,26,73,85,90,0.98,655,19.5,Agriculture,46,82,19,2,0,65,91.03,61.29,2025-12-31
C0577,Jammu City 577,Jammu and Kashmir,Tier 3,4695609,143.31,1975,19.382371,83.931848,4776,53,3.76,3.8,No,No,No,Yes,No,Yes,No,205,23,62,78,63,10.89,2784,24.6,Manufacturing,8,176,5,5,0,19,81.91,44.01,2025-12-31
C0578,Maharashtra City 578,Maharashtra,Tier 3,1486067,479.01,12306,20.385902,77.481686,11387,12,4.56,7.24,No,No,Yes,Yes,No,Yes,No,197,33,65,86,84,0.05,2377,33.5,Tourism,58,72,15,14,0,63,68.32,58.49,2025-12-31
C0579,Odisha City 579,Odisha,Tier 2,214083,298.39,4576,33.097562,84.750659,14496,39,4.44,21.81,No,No,Yes,No,No,No,Yes,77,46,61,78,54,-0.57,1456,16.2,Services,72,264,3,6,0,62,86.9,59.05,2025-12-31
C0580,Himachal City 580,Himachal Pradesh,Tier 2,1146125,100.14,13609,27.581398,96.190471,4007,58,3.46,21.93,No,No,Yes,Yes,No,Yes,Yes,41,26,85,81,88,9.16,2909,32.1,Services,49,117,11,11,0,23,69.0,42.1,2025-12-31
C0581,Bihar City 581,Bihar,Tier 2,1744458,38.15,5249,14.852333,79.247682,3143,60,4.29,23.87,No,No,No,Yes,No,No,Yes,118,63,60,63,86,10.48,483,10.6,Manufacturing,87,95,18,11,0,3,63.51,21.93,2025-12-31
C0582,Nagaland City 582,Nagaland,Tier 2,525538,317.68,3516,34.437979,84.719926,9502,13,2.84,17.89,No,No,Yes,Yes,No,Yes,No,42,50,59,59,57,0.11,583,31.7,Services,57,248,4,1,0,14,83.02,54.76,2025-12-31
C0583,Goa City 583,Goa,Tier 2,995476,209.81,2012,11.755572,73.240502,3781,47,4.89,13.51,No,No,No,No,No,Yes,Yes,189,57,63,52,68,5.58,1867,19.5,Manufacturing,73,16,5,14,0,38,89.51,16.22,2025-12-31
C0584,Odisha City 584,Odisha,Tier 2,892708,72.35,672,30.905273,87.80821,12045,41,2.56,10.25,No,No,Yes,No,No,Yes,Yes,182,28,74,58,51,9.6,2522,14.8,Tourism,49,204,2,0,0,27,87.2,44.13,2025-12-31
C0585,Tamil City 585,Tamil Nadu,Tier 2,4944407,263.38,579,30.514527,74.637034,9233,15,2.57,5.88,No,No,No,No,No,No,No,108,58,58,63,51,0.89,406,32.2,Manufacturing,8,82,15,1,0,54,64.68,46.86,2025-12-31
C0586,Ladakh City 586,Ladakh,Tier 2,4726887,262.58,1288,12.824203,85.963318,9059,54,4.89,2.74,No,No,No,Yes,No,No,Yes,63,18,68,83,56,2.14,1169,33.8,Manufacturing,92,13,7,9,0,4,69.49,17.48,2025-12-31
C0587,Telangana City 587,Telangana,Tier 3,4213996,295.28,12889,26.555322,78.688417,14691,27,4.49,11.25,No,No,No,No,No,No,No,245,21,65,66,80,9.62,660,30.9,Tourism,64,232,0,3,0,5,81.09,56.15,2025-12-31
C0588,Chandigarh City 588,Chandigarh,Tier 2,374894,127.39,13507,34.432569,90.983368,10874,22,2.4,12.08,No,No,Yes,No,No,Yes,No,162,12,84,50,83,-1.54,3076,26.8,Services,18,85,18,0,0,13,97.02,52.26,2025-12-31
C0589,Jammu City 589,Jammu and Kashmir,Tier 2,1689853,268.93,6994,21.135931,75.148587,9368,53,2.92,2.58,No,No,Yes,No,No,No,No,155,29,62,75,61,-1.29,905,10.6,Services,28,188,17,11,0,57,76.18,35.77,2025-12-31
C0590,Mizoram City 590,Mizoram,Tier 3,299007,126.14,9495,8.158534,73.769979,12794,59,5.49,6.17,No,No,No,Yes,No,No,No,244,37,75,77,59,-1.82,2496,11.6,Manufacturing,22,253,0,1,0,7,97.23,34.18,2025-12-31
C0591,West City 591,West Bengal,Tier 2,2655512,483.59,10570,25.090112,89.897785,14826,15,2.2,17.74,No,No,No,Yes,No,No,Yes,35,57,66,87,65,5.16,2361,11.7,Tourism,78,11,10,7,0,8,72.03,20.33,2025-12-31
C0592,Mizoram City 592,Mizoram,Tier 2,4996306,169.89,13900,25.340067,82.410269,8271,58,4.42,29.69,No,No,Yes,Yes,No,Yes,No,181,38,57,76,74,6.04,3171,17.3,Services,53,60,4,6,0,62,70.89,12.95,2025-12-31
C0593,Ladakh City 593,Ladakh,Tier 3,2132403,139.65,3154,30.103658,80.669917,5255,55,4.76,15.56,No,No,No,Yes,No,No,Yes,47,55,66,60,77,9.72,2804,13.5,Manufacturing,64,36,16,14,0,69,92.08,16.34,2025-12-31
C0594,Uttarakhand City 594,Uttarakhand,Tier 2,1378407,340.56,11101,8.795453,91.294236,12085,24,2.38,27.94,No,No,Yes,Yes,No,No,No,67,67,57,55,78,11.44,3093,30.9,Tourism,89,270,0,2,0,69,95.27,63.65,2025-12-31
C0595,Punjab City 595,Punjab,Tier 2,1398186,386.18,7693,35.457291,93.619799,10351,40,4.95,7.15,No,No,No,No,No,No,Yes,168,21,53,51,66,5.1,1815,21.9,Services,90,57,5,6,0,48,81.41,27.97,2025-12-31
C0596,Uttar City 596,Uttar Pradesh,Tier 2,754915,469.05,8670,33.838708,87.555873,11473,25,5.17,18.08,No,No,No,Yes,No,No,No,178,70,80,90,53,1.01,2511,18.9,Agriculture,38,55,18,13,0,14,73.48,12.64,2025-12-31
C0597,Dadra City 597,Dadra and Nagar Haveli and Daman and Diu,Tier 2,1535029,259.13,11345,33.919122,88.036983,10945,22,3.33,11.45,No,No,Yes,No,No,No,Yes,104,50,52,88,76,7.53,1259,30.9,Services,54,289,7,8,0,78,76.31,25.94,2025-12-31
C0598,Chandigarh City 598,Chandigarh,Tier 3,1322462,60.44,490,12.435528,77.802519,8123,17,2.64,28.02,No,No,Yes,No,No,No,Yes,30,42,86,64,67,5.02,2281,27.4,Manufacturing,83,31,13,4,0,33,75.02,19.08,2025-12-31
C0599,Andaman City 599,Andaman and Nicobar Islands,Tier 3,4879743,62.03,661,26.073933,69.838889,6713,12,2.86,24.92,No,No,Yes,No,No,Yes,Yes,212,36,56,64,63,4.13,1769,32.4,Tourism,28,137,1,8,0,41,81.14,15.66,2025-12-31
C0600,Sikkim City 600,Sikkim,Tier 2,1438930,199.35,4861,29.763817,82.372167,6095,15,4.47,12.98,No,No,Yes,Yes,No,No,No,37,60,86,76,75,9.68,2025,28.9,Services,100,43,16,4,0,33,82.59,44.39,2025-12-31
C0601,Lakshadweep City 601,Lakshadweep,Tier 2,4636088,284.29,12251,8.082695,79.620434,10830,17,2.39,2.57,No,No,No,No,No,Yes,Yes,244,30,89,61,75,6.4,1185,23.6,Manufacturing,94,212,19,14,0,39,95.35,32.87,2025-12-31
C0602,Punjab City 602,Punjab,Tier 2,2795814,189.93,4579,36.387989,91.303799,2607,15,2.5,4.22,No,No,Yes,Yes,No,No,No,93,54,74,52,72,-1.3,2043,12.0,Agriculture,34,285,17,12,0,26,76.01,24.91,2025-12-31
C0603,Himachal City 603,Himachal Pradesh,Tier 2,4367346,302.26,5668,18.799263,69.61853,9754,8,2.2,17.9,No,No,No,Yes,No,No,No,75,13,68,74,74,7.24,1222,29.6,Services,60,264,13,1,0,41,89.99,25.73,2025-12-31
C0604,Andhra City 604,Andhra Pradesh,Tier 3,2690294,229.09,6266,22.21085,80.849786,10606,65,2.12,13.63,No,No,No,No,No,Yes,Yes,230,42,88,51,77,-1.04,3304,19.2,Services,53,76,20,5,0,53,72.79,27.35,2025-12-31
C0605,Gujarat City 605,Gujarat,Tier 3,2851812,313.72,5985,14.638161,69.557273,13183,67,4.7,4.98,No,No,Yes,Yes,No,Yes,Yes,105,21,78,77,80,7.41,2041,17.8,Manufacturing,45,44,12,0,0,13,63.0,26.86,2025-12-31
C0606,Gujarat City 606,Gujarat,Tier 2,3174834,458.04,14255,22.597454,95.739814,10539,59,4.07,11.77,No,No,Yes,Yes,No,Yes,Yes,151,47,83,75,80,7.66,2388,13.2,Agriculture,27,193,14,0,0,34,76.95,69.65,2025-12-31
C0607,Uttarakhand City 607,Uttarakhand,Tier 3,1426653,330.14,7263,10.208051,89.182959,4497,11,2.82,7.69,No,No,No,No,No,Yes,No,118,54,87,74,84,-2.28,2369,18.8,Manufacturing,52,145,16,5,0,39,64.86,50.3,2025-12-31
C0608,Manipur City 608,Manipur,Tier 3,2174144,200.15,12627,36.4185,75.782288,2315,51,5.78,7.78,No,No,No,No,No,No,No,219,19,62,54,57,-0.9,892,13.9,Services,41,285,19,15,0,79,87.87,69.0,2025-12-31
C0609,Delhi City 609,Delhi,Tier 3,3389873,389.15,4279,27.270443,86.706882,12916,55,2.67,5.26,No,No,Yes,No,No,Yes,Yes,151,32,50,84,53,9.02,375,25.2,Services,36,31,8,10,0,24,61.26,46.53,2025-12-31
C0610,Manipur City 610,Manipur,Tier 3,4624464,266.43,2672,15.736195,93.920033,7223,62,2.92,9.31,No,No,Yes,Yes,No,Yes,No,142,40,82,68,82,10.58,1840,18.6,Manufacturing,40,140,8,11,0,33,69.95,13.21,2025-12-31
C0611,Lakshadweep City 611,Lakshadweep,Tier 2,4538578,443.13,11579,9.912764,85.480255,5362,36,4.82,16.66,No,No,Yes,No,No,Yes,Yes,67,44,79,82,82,6.92,2307,28.4,Services,80,280,16,4,0,76,62.31,69.59,2025-12-31
C0612,Rajasthan City 612,Rajasthan,Tier 3,4905118,360.45,14021,21.900897,75.952985,9163,51,2.55,11.43,No,No,Yes,Yes,No,No,No,74,27,58,63,85,6.73,2526,21.2,Manufacturing,35,300,3,4,0,14,97.44,49.57,2025-12-31
