Mall_ID,Mall_Name,State_Name,City_Name,Locality_Name,Mall_Type,Floors,Total_Shops,Parking_Capacity,Food_Court,Multiplex,Hypermarket,Rating,Reviews,Opening_Year
MALL000444,Metro Plaza,Karnataka,Bengaluru,Sector 55,Luxury,4,327,2200,No,No,No,3.9,1703,2020
MALL000445,Grand Square Mall,Maharashtra,Pune,Sector 59,Community,7,135,2726,Yes,No,Yes,4.7,24150,2020
MALL000446,City Centre Mall,Telangana,Hyderabad,Sector 69,Luxury,6,363,2120,No,Yes,No,4.1,49826,2001
MALL000447,Grand Square Mall,Karnataka,Bengaluru,Sector 76,Regional,3,137,1322,No,Yes,Yes,4.3,4093,2017
MALL000448,Royal Mall,Telangana,Hyderabad,Sector 19,Regional,8,291,2625,No,Yes,Yes,3.9,25283,1999
MALL000449,Grand Square Mall,Delhi,New Delhi,Sector 76,Regional,6,121,2128,Yes,Yes,No,3.5,31793,2020
MALL000450,VR Mall,Tamil Nadu,Chennai,Sector 61,Premium,7,362,2545,Yes,Yes,Yes,3.6,5825,2019
MALL000451,DLF Mall of India,Maharashtra,Mumbai,Sector 51,Community,4,254,2808,No,No,No,3.9,44473,2008
MALL000452,Grand Square Mall,Delhi,New Delhi,Sector 47,Luxury,3,126,2487,Yes,Yes,Yes,3.8,46878,1998
MALL000453,DLF Mall of India,Delhi,New Delhi,Sector 68,Community,2,318,464,No,No,Yes,3.6,44423,2009
MALL000454,Ambience Mall,Maharashtra,Pune,Sector 51,Regional,3,196,801,Yes,No,No,4.4,23207,2006
MALL000455,Urban Galleria,Maharashtra,Pune,Sector 79,Luxury,4,109,462,Yes,No,No,4.1,44979,1999
MALL000456,City Centre Mall,Maharashtra,Pune,Sector 61,Premium,8,144,988,No,Yes,Yes,4.3,29574,2009
MALL000457,Metro Plaza,Telangana,Hyderabad,Sector 77,Luxury,8,201,2777,No,No,Yes,4.7,23350,1995
MALL000458,Urban Galleria,Karnataka,Bengaluru,Sector 22,Premium,4,235,369,Yes,Yes,No,3.6,33448,2015
MALL000459,Urban Galleria,Delhi,New Delhi,Sector 67,Regional,4,401,2978,Yes,Yes,No,3.6,7635,2013
MALL000460,City Centre Mall,Tamil Nadu,Chennai,Sector 32,Premium,5,283,859,Yes,No,Yes,3.8,6297,2002
MALL000461,Phoenix Marketcity,Maharashtra,Pune,Sector 33,Luxury,6,243,2717,No,Yes,Yes,3.9,16278,2016
MALL000462,City Centre Mall,Maharashtra,Pune,Sector 15,Premium,4,349,2860,No,No,Yes,3.9,29583,2019
MALL000463,Ambience Mall,Maharashtra,Pune,Sector 65,Community,4,430,457,Yes,Yes,No,3.6,10151,2001
MALL000464,Royal Mall,Karnataka,Bengaluru,Sector 14,Luxury,6,484,282,Yes,No,No,3.7,35602,2018
MALL000465,Royal Mall,Tamil Nadu,Chennai,Sector 71,Premium,4,217,982,No,Yes,No,3.5,40593,2015
MALL000466,City Centre Mall,Karnataka,Bengaluru,Sector 63,Regional,6,397,1631,Yes,No,No,4.5,46488,2010
MALL000467,Royal Mall,Maharashtra,Pune,Sector 67,Premium,8,150,2941,Yes,Yes,No,4.9,8262,1998
MALL000468,Metro Plaza,Delhi,New Delhi,Sector 69,Premium,8,469,2750,Yes,No,Yes,4.9,9612,2013
MALL000469,Royal Mall,Tamil Nadu,Chennai,Sector 1,Community,5,270,1401,No,Yes,No,4.0,31137,1997
MALL000470,Grand Square Mall,Telangana,Hyderabad,Sector 56,Premium,5,212,434,No,No,Yes,4.8,39970,2009
MALL000471,Lulu Mall,Delhi,New Delhi,Sector 21,Regional,5,498,1799,Yes,Yes,Yes,4.7,18721,2022
MALL000472,Urban Galleria,Tamil Nadu,Chennai,Sector 38,Regional,3,181,2770,No,No,No,4.2,11761,2009
MALL000473,Metro Plaza,Delhi,New Delhi,Sector 45,Regional,5,325,202,No,No,Yes,4.6,12897,2018
MALL000474,Metro Plaza,Delhi,New Delhi,Sector 55,Premium,7,146,328,No,No,No,3.7,2059,2022
MALL000475,VR Mall,Telangana,Hyderabad,Sector 78,Premium,4,155,1484,No,Yes,Yes,4.1,42557,2022
MALL000476,Royal Mall,Maharashtra,Pune,Sector 66,Regional,4,123,1338,No,No,No,4.9,5861,2007
MALL000477,Royal Mall,Telangana,Hyderabad,Sector 14,Community,4,493,886,No,No,Yes,4.9,33369,2013
MALL000478,Urban Galleria,Maharashtra,Mumbai,Sector 64,Luxury,3,409,2251,No,Yes,No,4.9,11038,2007
MALL000479,Metro Plaza,Karnataka,Bengaluru,Sector 33,Premium,7,454,1208,Yes,Yes,No,3.6,12476,2019
MALL000480,Lulu Mall,Telangana,Hyderabad,Sector 56,Community,7,411,1678,No,Yes,No,4.4,4603,2012
MALL000481,City Centre Mall,Karnataka,Bengaluru,Sector 31,Premium,4,454,1968,No,Yes,No,3.8,47164,2014
MALL000482,Ambience Mall,Tamil Nadu,Chennai,Sector 46,Community,5,328,287,Yes,No,Yes,4.4,41246,2006
MALL000483,Metro Plaza,Delhi,New Delhi,Sector 57,Premium,6,330,1065,Yes,No,No,4.9,28335,2008
MALL000484,DLF Mall of India,Telangana,Hyderabad,Sector 52,Luxury,2,75,917,Yes,Yes,No,4.6,48738,2022
MALL000485,Grand Square Mall,Telangana,Hyderabad,Sector 70,Regional,4,204,2344,Yes,Yes,No,4.7,13032,2006
MALL000486,Urban Galleria,Maharashtra,Mumbai,Sector 66,Community,2,334,2808,Yes,No,No,4.5,9200,2024
MALL000487,Royal Mall,Telangana,Hyderabad,Sector 77,Community,2,273,675,Yes,No,Yes,4.3,32053,2006
MALL000488,Royal Mall,Maharashtra,Pune,Sector 28,Premium,7,295,2467,Yes,No,No,4.9,45955,2024
MALL000489,Urban Galleria,Delhi,New Delhi,Sector 58,Regional,7,487,1707,Yes,No,No,4.5,42934,2023
MALL000490,Metro Plaza,Maharashtra,Mumbai,Sector 70,Luxury,6,465,1361,Yes,No,No,3.7,46824,2022
MALL000491,Metro Plaza,Telangana,Hyderabad,Sector 14,Regional,7,241,612,Yes,No,No,3.6,18033,2005
MALL000492,Urban Galleria,Telangana,Hyderabad,Sector 50,Community,8,238,2300,No,No,Yes,4.5,23900,2025
MALL000493,Metro Plaza,Karnataka,Bengaluru,Sector 23,Luxury,3,459,1417,Yes,No,Yes,4.7,14121,2000
MALL000494,City Centre Mall,Tamil Nadu,Chennai,Sector 32,Community,3,154,655,Yes,Yes,Yes,4.5,31315,2011
MALL000495,Metro Plaza,Telangana,Hyderabad,Sector 34,Luxury,7,356,1149,Yes,No,No,4.2,27637,2000
MALL000496,Royal Mall,Delhi,New Delhi,Sector 57,Premium,6,208,938,Yes,No,No,4.6,32194,2025
MALL000497,DLF Mall of India,Karnataka,Bengaluru,Sector 61,Regional,3,125,648,Yes,No,No,4.7,13504,2025
MALL000498,Royal Mall,Telangana,Hyderabad,Sector 2,Regional,3,63,775,Yes,Yes,No,3.5,47767,1996
MALL000499,Grand Square Mall,Karnataka,Bengaluru,Sector 13,Luxury,8,314,1418,No,Yes,Yes,4.4,32583,2021
MALL000500,Royal Mall,Telangana,Hyderabad,Sector 18,Regional,8,292,2997,No,Yes,Yes,3.5,24385,2001
MALL000501,City Centre Mall,Karnataka,Bengaluru,Sector 39,Luxury,3,110,1033,Yes,Yes,No,4.7,22104,2013
MALL000502,Metro Plaza,Maharashtra,Mumbai,Sector 71,Regional,2,231,2672,Yes,No,Yes,4.8,48923,2002
MALL000503,City Centre Mall,Maharashtra,Mumbai,Sector 10,Regional,4,312,2902,No,No,Yes,4.4,44340,2014
MALL000504,Urban Galleria,Tamil Nadu,Chennai,Sector 28,Luxury,5,197,2222,Yes,No,No,5.0,25951,2004
MALL000505,VR Mall,Karnataka,Bengaluru,Sector 78,Luxury,6,440,2201,No,Yes,Yes,4.2,49863,2011
MALL000506,Urban Galleria,Karnataka,Bengaluru,Sector 14,Regional,7,160,2588,Yes,No,No,4.8,7118,2021
MALL000507,Urban Galleria,Delhi,New Delhi,Sector 11,Premium,8,111,2877,Yes,No,Yes,4.3,40774,2011
MALL000508,Royal Mall,Telangana,Hyderabad,Sector 31,Premium,6,223,1844,No,Yes,Yes,3.9,19283,2009
MALL000509,Phoenix Marketcity,Telangana,Hyderabad,Sector 52,Regional,3,74,841,Yes,Yes,No,4.5,43456,2021
MALL000510,Lulu Mall,Tamil Nadu,Chennai,Sector 11,Premium,6,82,411,Yes,Yes,Yes,4.7,10149,2003
MALL000511,Metro Plaza,Karnataka,Bengaluru,Sector 2,Premium,5,326,2265,No,Yes,No,4.6,6926,2023
MALL000512,Royal Mall,Tamil Nadu,Chennai,Sector 16,Premium,3,152,2835,Yes,Yes,Yes,3.7,29744,2003
MALL000513,Royal Mall,Maharashtra,Mumbai,Sector 32,Community,4,431,2130,Yes,No,No,4.2,26270,1999
MALL000514,Phoenix Marketcity,Maharashtra,Mumbai,Sector 21,Community,7,98,1800,No,Yes,No,3.9,23521,2021
MALL000515,Metro Plaza,Telangana,Hyderabad,Sector 70,Regional,8,446,521,Yes,Yes,No,4.2,15494,2019
MALL000516,Urban Galleria,Telangana,Hyderabad,Sector 22,Regional,7,318,463,No,No,No,4.0,35858,2017
MALL000517,Ambience Mall,Tamil Nadu,Chennai,Sector 7,Regional,4,194,388,Yes,Yes,Yes,3.7,46204,2008
MALL000518,Grand Square Mall,Tamil Nadu,Chennai,Sector 11,Luxury,2,254,2553,Yes,Yes,Yes,4.3,24333,2007
MALL000519,Urban Galleria,Telangana,Hyderabad,Sector 44,Regional,8,207,1664,Yes,Yes,No,4.4,16745,1999
MALL000520,Grand Square Mall,Maharashtra,Pune,Sector 54,Luxury,7,65,1368,Yes,No,Yes,3.8,2577,2015
MALL000521,Grand Square Mall,Telangana,Hyderabad,Sector 70,Luxury,6,223,1012,No,Yes,No,3.9,9289,2010
MALL000522,DLF Mall of India,Karnataka,Bengaluru,Sector 35,Community,6,97,624,Yes,No,Yes,3.5,33330,2009
MALL000523,Metro Plaza,Karnataka,Bengaluru,Sector 68,Luxury,5,61,2810,No,Yes,Yes,4.3,30725,2004
MALL000524,Ambience Mall,Tamil Nadu,Chennai,Sector 28,Luxury,8,65,249,No,No,Yes,4.0,42330,2015
MALL000525,Urban Galleria,Tamil Nadu,Chennai,Sector 24,Premium,6,339,2633,No,No,No,4.7,35330,2002
MALL000526,Lulu Mall,Delhi,New Delhi,Sector 78,Premium,7,131,327,Yes,No,Yes,4.0,156,2020
MALL000527,Royal Mall,Karnataka,Bengaluru,Sector 27,Luxury,7,438,2384,Yes,No,Yes,4.6,11083,2019
MALL000528,VR Mall,Maharashtra,Mumbai,Sector 23,Community,4,409,364,Yes,Yes,No,4.7,48409,2000
MALL000529,Phoenix Marketcity,Telangana,Hyderabad,Sector 63,Premium,2,204,2634,No,Yes,Yes,4.6,27675,1997
MALL000530,Metro Plaza,Maharashtra,Pune,Sector 80,Luxury,2,320,541,Yes,Yes,No,4.0,15139,2022
MALL000531,City Centre Mall,Tamil Nadu,Chennai,Sector 75,Luxury,3,81,2719,No,No,No,4.9,2067,2008
MALL000532,City Centre Mall,Telangana,Hyderabad,Sector 73,Regional,6,308,1202,Yes,Yes,Yes,4.8,7268,2005
MALL000533,Grand Square Mall,Karnataka,Bengaluru,Sector 33,Community,5,88,1124,No,No,No,4.9,10364,2023
MALL000534,Royal Mall,Karnataka,Bengaluru,Sector 59,Luxury,6,426,1717,No,Yes,No,4.7,45066,2004
MALL000535,City Centre Mall,Maharashtra,Pune,Sector 33,Regional,3,271,1640,No,No,Yes,4.0,36959,1996
MALL000536,Urban Galleria,Telangana,Hyderabad,Sector 37,Regional,2,144,1746,No,Yes,Yes,4.2,46306,2024
MALL000537,Royal Mall,Tamil Nadu,Chennai,Sector 48,Regional,5,249,2146,No,No,Yes,4.9,22694,2013
MALL000538,Grand Square Mall,Maharashtra,Mumbai,Sector 13,Community,2,373,504,Yes,No,Yes,3.6,4742,2021
MALL000539,Metro Plaza,Karnataka,Bengaluru,Sector 38,Luxury,4,441,298,Yes,No,Yes,3.8,12376,1997
MALL000540,Lulu Mall,Telangana,Hyderabad,Sector 60,Premium,6,109,1032,No,No,No,3.7,48486,2016
MALL000541,Grand Square Mall,Maharashtra,Pune,Sector 35,Premium,2,341,677,No,Yes,No,4.9,48503,2023
MALL000542,City Centre Mall,Maharashtra,Pune,Sector 39,Premium,7,170,1350,Yes,Yes,Yes,4.3,3747,2010
MALL000543,Royal Mall,Telangana,Hyderabad,Sector 41,Community,8,418,2655,Yes,Yes,No,3.5,28241,2021
MALL000544,Grand Square Mall,Telangana,Hyderabad,Sector 38,Luxury,4,264,1695,No,Yes,No,4.5,26872,2021
MALL000545,VR Mall,Tamil Nadu,Chennai,Sector 11,Regional,7,354,345,Yes,No,Yes,4.2,37824,2008
MALL000546,Royal Mall,Telangana,Hyderabad,Sector 24,Luxury,8,152,1949,Yes,Yes,No,5.0,22355,2004
MALL000547,Royal Mall,Delhi,New Delhi,Sector 60,Premium,2,373,2256,Yes,Yes,Yes,4.1,13792,1995
MALL000548,Royal Mall,Telangana,Hyderabad,Sector 43,Regional,8,267,2772,No,No,Yes,4.0,39347,2014
MALL000549,Grand Square Mall,Karnataka,Bengaluru,Sector 38,Community,4,183,1879,Yes,No,No,4.1,47684,2004
MALL000550,Grand Square Mall,Karnataka,Bengaluru,Sector 66,Premium,4,120,2058,No,No,No,4.1,35544,2004
MALL000551,City Centre Mall,Maharashtra,Mumbai,Sector 55,Regional,6,211,755,No,No,No,3.8,31433,2000
MALL000552,Grand Square Mall,Maharashtra,Pune,Sector 18,Premium,5,146,830,Yes,No,No,4.1,16904,2008
MALL000553,City Centre Mall,Tamil Nadu,Chennai,Sector 72,Premium,7,310,1484,Yes,Yes,No,4.6,32552,1998
MALL000554,Royal Mall,Maharashtra,Mumbai,Sector 41,Luxury,8,135,1149,Yes,No,No,4.0,12481,2011
MALL000555,Urban Galleria,Tamil Nadu,Chennai,Sector 36,Community,2,85,2045,Yes,Yes,Yes,4.2,2744,2011
MALL000556,City Centre Mall,Karnataka,Bengaluru,Sector 47,Regional,5,99,807,No,No,No,4.5,18995,2022
MALL000557,Metro Plaza,Tamil Nadu,Chennai,Sector 44,Premium,3,250,204,Yes,No,No,4.7,35647,2001
MALL000558,DLF Mall of India,Karnataka,Bengaluru,Sector 48,Community,8,113,1401,No,No,No,4.2,3162,2018
MALL000559,Royal Mall,Karnataka,Bengaluru,Sector 10,Community,2,62,2228,No,Yes,No,3.9,6376,2013
MALL000560,Urban Galleria,Tamil Nadu,Chennai,Sector 32,Regional,8,179,1865,No,No,No,3.9,8724,2001
MALL000561,Urban Galleria,Tamil Nadu,Chennai,Sector 77,Premium,7,480,1401,Yes,No,Yes,4.8,41938,1995
MALL000562,Grand Square Mall,Maharashtra,Mumbai,Sector 77,Premium,4,99,556,Yes,Yes,Yes,4.9,47544,2005
MALL000563,Royal Mall,Delhi,New Delhi,Sector 33,Community,8,407,539,Yes,Yes,Yes,4.9,28141,2020
MALL000564,Grand Square Mall,Delhi,New Delhi,Sector 80,Community,5,275,2753,No,Yes,Yes,3.7,32302,2014
MALL000565,City Centre Mall,Telangana,Hyderabad,Sector 14,Community,4,167,2769,No,Yes,Yes,3.7,33596,2002
MALL000566,City Centre Mall,Telangana,Hyderabad,Sector 54,Luxury,7,315,1161,Yes,No,Yes,4.5,26300,2010
MALL000567,Phoenix Marketcity,Delhi,New Delhi,Sector 2,Luxury,4,252,752,Yes,Yes,Yes,4.3,30483,2025
MALL000568,Lulu Mall,Karnataka,Bengaluru,Sector 70,Luxury,7,99,726,Yes,No,No,5.0,5373,1996
MALL000569,Metro Plaza,Tamil Nadu,Chennai,Sector 16,Premium,7,93,534,No,Yes,Yes,4.6,36677,1998
MALL000570,Royal Mall,Telangana,Hyderabad,Sector 71,Premium,4,359,2059,No,No,No,4.9,43481,2021
MALL000571,City Centre Mall,Karnataka,Bengaluru,Sector 42,Luxury,4,355,2590,Yes,No,Yes,4.1,45522,2016
MALL000572,City Centre Mall,Maharashtra,Pune,Sector 5,Community,4,181,2870,Yes,No,Yes,4.1,13984,2006
MALL000573,Grand Square Mall,Maharashtra,Mumbai,Sector 7,Luxury,5,302,2697,Yes,Yes,Yes,3.6,48491,2011
MALL000574,Grand Square Mall,Tamil Nadu,Chennai,Sector 62,Community,7,109,839,No,Yes,No,4.9,48794,1998
MALL000575,Royal Mall,Maharashtra,Mumbai,Sector 80,Regional,8,430,2594,Yes,No,No,4.6,33739,1998
MALL000576,City Centre Mall,Karnataka,Bengaluru,Sector 69,Regional,7,311,1938,No,No,Yes,4.4,39975,1995
MALL000577,Metro Plaza,Tamil Nadu,Chennai,Sector 34,Premium,6,468,312,No,No,No,3.7,16479,2009
MALL000578,Lulu Mall,Delhi,New Delhi,Sector 33,Regional,4,287,1251,Yes,Yes,No,3.9,8258,2023
MALL000579,City Centre Mall,Maharashtra,Pune,Sector 41,Community,7,90,809,No,No,Yes,4.0,14445,2019
MALL000580,Urban Galleria,Telangana,Hyderabad,Sector 63,Community,8,83,848,No,Yes,No,4.8,27628,2009
MALL000581,Royal Mall,Maharashtra,Mumbai,Sector 21,Community,6,127,877,No,Yes,Yes,3.6,28611,2022
MALL000582,Grand Square Mall,Tamil Nadu,Chennai,Sector 12,Luxury,8,95,1077,No,Yes,Yes,4.9,37314,1995
MALL000583,Royal Mall,Karnataka,Bengaluru,Sector 53,Regional,7,91,823,Yes,Yes,No,3.6,2320,1995
MALL000584,Royal Mall,Telangana,Hyderabad,Sector 68,Luxury,8,185,224,No,No,Yes,3.8,42320,2018
MALL000585,Metro Plaza,Telangana,Hyderabad,Sector 33,Community,4,479,1284,No,No,No,4.7,18143,2018
MALL000586,Ambience Mall,Delhi,New Delhi,Sector 14,Premium,5,160,2828,Yes,Yes,Yes,4.0,41102,2025
MALL000587,City Centre Mall,Tamil Nadu,Chennai,Sector 21,Luxury,6,302,1214,Yes,Yes,Yes,4.6,6842,1998
MALL000588,Lulu Mall,Karnataka,Bengaluru,Sector 53,Regional,8,308,2603,No,Yes,Yes,4.5,8804,2025
MALL000589,City Centre Mall,Delhi,New Delhi,Sector 67,Premium,7,348,405,No,No,No,3.6,37158,1997
MALL000590,DLF Mall of India,Delhi,New Delhi,Sector 18,Luxury,4,284,1012,Yes,No,No,3.8,33408,2021
MALL000591,Metro Plaza,Karnataka,Bengaluru,Sector 9,Regional,2,258,2717,No,Yes,Yes,5.0,20098,2022
MALL000592,Royal Mall,Telangana,Hyderabad,Sector 40,Luxury,6,133,670,Yes,Yes,Yes,4.0,45771,1999
MALL000593,Royal Mall,Tamil Nadu,Chennai,Sector 54,Luxury,3,57,1670,No,Yes,Yes,3.9,46709,1998
MALL000594,Royal Mall,Telangana,Hyderabad,Sector 20,Luxury,3,377,2586,Yes,No,No,4.4,34105,2009
MALL000595,Royal Mall,Delhi,New Delhi,Sector 13,Luxury,3,431,1458,No,No,Yes,4.9,48825,2001
MALL000596,DLF Mall of India,Maharashtra,Pune,Sector 46,Regional,8,108,2851,No,Yes,No,4.8,5328,2019
MALL000597,Royal Mall,Maharashtra,Mumbai,Sector 71,Regional,6,486,1706,No,No,Yes,4.4,21950,2005
MALL000598,Phoenix Marketcity,Karnataka,Bengaluru,Sector 7,Premium,2,90,434,Yes,No,No,4.6,24550,2007
MALL000599,Royal Mall,Telangana,Hyderabad,Sector 43,Regional,7,308,759,Yes,No,Yes,4.6,23221,2013
MALL000600,Urban Galleria,Maharashtra,Pune,Sector 78,Regional,5,319,1287,No,Yes,Yes,3.6,19955,2005
MALL000601,Urban Galleria,Karnataka,Bengaluru,Sector 50,Luxury,4,308,2171,Yes,Yes,No,4.5,8530,1998
MALL000602,City Centre Mall,Telangana,Hyderabad,Sector 51,Regional,6,198,1311,No,No,Yes,3.8,39001,2008
MALL000603,DLF Mall of India,Telangana,Hyderabad,Sector 29,Community,7,288,1467,No,Yes,Yes,3.8,17933,2005
MALL000604,City Centre Mall,Tamil Nadu,Chennai,Sector 77,Premium,7,409,1971,No,Yes,No,4.6,12149,2011
MALL000605,DLF Mall of India,Delhi,New Delhi,Sector 56,Premium,6,266,566,No,Yes,No,4.6,33457,1997
MALL000606,Grand Square Mall,Karnataka,Bengaluru,Sector 59,Community,8,427,575,Yes,No,Yes,3.8,26511,2023
MALL000607,Phoenix Marketcity,Telangana,Hyderabad,Sector 60,Luxury,8,499,1714,No,Yes,No,3.8,13739,2019
MALL000608,Lulu Mall,Telangana,Hyderabad,Sector 37,Premium,8,261,2734,Yes,Yes,Yes,4.0,6129,2005
MALL000609,City Centre Mall,Delhi,New Delhi,Sector 47,Premium,2,157,2669,No,No,Yes,4.5,14418,2009
MALL000610,Metro Plaza,Maharashtra,Mumbai,Sector 51,Luxury,4,335,2570,Yes,Yes,No,4.3,27923,2005
MALL000611,Royal Mall,Maharashtra,Mumbai,Sector 65,Premium,5,234,2842,No,No,Yes,3.6,10886,1996
MALL000612,Metro Plaza,Delhi,New Delhi,Sector 60,Community,3,297,2594,Yes,No,Yes,4.1,9244,2012
MALL000613,Grand Square Mall,Maharashtra,Pune,Sector 43,Luxury,4,407,2888,No,Yes,No,3.7,38309,2013
MALL000614,VR Mall,Karnataka,Bengaluru,Sector 80,Luxury,3,301,1199,No,Yes,No,4.9,19749,2014
MALL000615,Metro Plaza,Karnataka,Bengaluru,Sector 78,Luxury,4,398,436,Yes,No,Yes,4.0,4179,1996
MALL000616,Royal Mall,Telangana,Hyderabad,Sector 12,Luxury,7,311,927,No,No,No,3.9,31078,2008
MALL000617,DLF Mall of India,Delhi,New Delhi,Sector 55,Community,4,306,2833,No,Yes,No,4.2,33087,2008
MALL000618,DLF Mall of India,Karnataka,Bengaluru,Sector 14,Community,6,370,1775,Yes,Yes,Yes,4.9,1344,2007
MALL000619,Grand Square Mall,Maharashtra,Pune,Sector 57,Community,3,473,1452,No,Yes,Yes,4.3,30208,2019
MALL000620,Phoenix Marketcity,Karnataka,Bengaluru,Sector 3,Community,7,81,1032,Yes,No,Yes,4.0,33683,2018
MALL000621,Phoenix Marketcity,Tamil Nadu,Chennai,Sector 57,Community,5,95,1940,Yes,No,No,3.6,14448,1996
MALL000622,Royal Mall,Karnataka,Bengaluru,Sector 61,Regional,3,270,546,Yes,No,No,3.9,46133,1999
MALL000623,Royal Mall,Tamil Nadu,Chennai,Sector 6,Luxury,7,324,1524,No,Yes,Yes,4.8,45048,2000
MALL000624,Metro Plaza,Tamil Nadu,Chennai,Sector 2,Community,5,234,2657,No,Yes,No,4.9,22287,1996
MALL000625,Grand Square Mall,Maharashtra,Pune,Sector 28,Premium,2,461,2550,Yes,No,Yes,4.4,8186,2017
MALL000626,Lulu Mall,Karnataka,Bengaluru,Sector 25,Luxury,7,136,1716,No,No,No,4.9,3176,1998
MALL000627,Lulu Mall,Telangana,Hyderabad,Sector 68,Community,5,304,1059,Yes,No,No,3.5,31330,2000
MALL000628,Metro Plaza,Telangana,Hyderabad,Sector 65,Premium,2,349,1161,Yes,Yes,No,4.4,17506,2018
MALL000629,Royal Mall,Telangana,Hyderabad,Sector 73,Luxury,4,289,2198,No,No,No,4.1,9871,1996
MALL000630,Royal Mall,Karnataka,Bengaluru,Sector 31,Premium,7,481,1353,No,Yes,No,4.2,2788,2003
MALL000631,Metro Plaza,Karnataka,Bengaluru,Sector 18,Premium,6,190,637,Yes,No,No,4.0,45571,1995
MALL000632,Lulu Mall,Tamil Nadu,Chennai,Sector 8,Community,7,439,1095,Yes,No,No,4.4,5712,2000
MALL000633,Royal Mall,Maharashtra,Pune,Sector 6,Community,8,397,1737,No,Yes,No,3.7,415,2006
MALL000634,City Centre Mall,Telangana,Hyderabad,Sector 2,Premium,7,317,2512,No,Yes,No,3.7,48595,2005
MALL000635,City Centre Mall,Tamil Nadu,Chennai,Sector 64,Community,8,153,641,Yes,No,No,5.0,3734,2001
MALL000636,City Centre Mall,Maharashtra,Pune,Sector 16,Premium,2,252,1757,Yes,No,Yes,4.8,983,2010
MALL000637,Grand Square Mall,Tamil Nadu,Chennai,Sector 55,Regional,7,139,2832,No,Yes,Yes,4.9,35321,2010
MALL000638,Royal Mall,Delhi,New Delhi,Sector 52,Premium,2,176,2595,Yes,Yes,No,4.3,4919,2013
MALL000639,Metro Plaza,Karnataka,Bengaluru,Sector 42,Community,6,267,871,No,No,No,4.3,10766,2004
MALL000640,VR Mall,Karnataka,Bengaluru,Sector 21,Premium,7,265,2802,Yes,No,Yes,3.6,46117,1999
MALL000641,City Centre Mall,Karnataka,Bengaluru,Sector 41,Luxury,6,481,1166,No,No,No,4.9,38636,2007
MALL000642,Grand Square Mall,Telangana,Hyderabad,Sector 26,Regional,6,371,1449,Yes,No,No,3.5,22410,2022
MALL000643,Urban Galleria,Tamil Nadu,Chennai,Sector 11,Luxury,5,352,796,Yes,Yes,Yes,4.8,24668,2000
MALL000644,Grand Square Mall,Karnataka,Bengaluru,Sector 54,Premium,8,500,1301,Yes,No,Yes,3.7,22470,2015
MALL000645,City Centre Mall,Tamil Nadu,Chennai,Sector 77,Premium,4,322,561,Yes,No,Yes,4.8,2141,2025
MALL000646,Lulu Mall,Maharashtra,Mumbai,Sector 25,Regional,4,173,1227,Yes,No,No,4.6,16423,2011
MALL000647,Urban Galleria,Tamil Nadu,Chennai,Sector 43,Community,3,74,1677,Yes,No,Yes,4.8,40634,2003
MALL000648,Metro Plaza,Maharashtra,Mumbai,Sector 67,Premium,8,376,2635,No,No,Yes,4.6,3108,1997
MALL000649,VR Mall,Delhi,New Delhi,Sector 17,Luxury,8,436,277,Yes,Yes,Yes,5.0,39431,1995
MALL000650,Grand Square Mall,Karnataka,Bengaluru,Sector 69,Premium,4,229,1859,No,Yes,No,4.4,34464,2002
MALL000651,Metro Plaza,Tamil Nadu,Chennai,Sector 7,Luxury,5,97,2773,No,No,Yes,4.3,27400,2023
MALL000652,Metro Plaza,Karnataka,Bengaluru,Sector 77,Community,5,227,739,Yes,No,Yes,4.8,21579,2018
MALL000653,Metro Plaza,Maharashtra,Pune,Sector 67,Community,4,194,2378,Yes,No,No,4.7,36072,2004
MALL000654,Royal Mall,Maharashtra,Mumbai,Sector 18,Luxury,8,321,682,Yes,No,Yes,4.7,24321,2017
MALL000655,Grand Square Mall,Tamil Nadu,Chennai,Sector 7,Community,3,79,2803,No,Yes,No,4.5,24110,1998
MALL000656,Royal Mall,Delhi,New Delhi,Sector 38,Premium,6,494,276,No,No,Yes,4.7,5912,2018
MALL000657,Metro Plaza,Maharashtra,Mumbai,Sector 37,Premium,3,279,694,Yes,Yes,No,3.7,22816,2021
MALL000658,Urban Galleria,Tamil Nadu,Chennai,Sector 42,Regional,3,396,1686,No,Yes,Yes,3.6,10933,2024
MALL000659,Grand Square Mall,Delhi,New Delhi,Sector 64,Luxury,8,95,1141,Yes,Yes,No,4.7,17645,2010
MALL000660,Urban Galleria,Maharashtra,Mumbai,Sector 67,Luxury,2,495,1833,Yes,No,No,4.5,5331,1997
MALL000661,City Centre Mall,Maharashtra,Pune,Sector 35,Premium,4,122,212,No,Yes,No,4.5,6635,2017
MALL000662,Grand Square Mall,Telangana,Hyderabad,Sector 42,Luxury,5,236,508,Yes,Yes,Yes,4.5,47954,2006
MALL000663,Royal Mall,Telangana,Hyderabad,Sector 47,Regional,7,139,1323,Yes,Yes,Yes,4.1,17144,2021
MALL000664,Urban Galleria,Karnataka,Bengaluru,Sector 35,Community,2,403,449,Yes,No,Yes,4.7,22147,2021
MALL000665,Royal Mall,Telangana,Hyderabad,Sector 19,Regional,6,157,1300,No,No,Yes,4.4,27596,2018
MALL000666,City Centre Mall,Telangana,Hyderabad,Sector 40,Regional,3,135,591,No,No,No,3.9,305,2008
