School_ID,School_Name,City_ID,City_Name,State_Name,Locality_ID,Locality_Name,School_Type,Board,Management,Established_Year,Rating,Green_School,Campus_Area_Acres,Student_Count,Teacher_Count,Student_Teacher_Ratio,Annual_Fees_INR,Transport,Hostel,Smart_Classrooms,Sports_Complex,Swimming_Pool,Robotics_Lab,Science_Lab,Computer_Lab,Library,CCTV,GPS_Bus,Nearby_Metro,Distance_to_Metro_km,Latitude,Longitude,Website,Last_Updated
S09520,Oxford International School,C0292,Rajasthan City 292,Rajasthan,L03810,Extension 32 County,Government,ICSE,Government,1962,2.7,Yes,12.33,1875,125,15.0,81886,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,18.07,32.877725,85.040242,https://school9520.edu.in,2025-12-31
S09521,Global Public School,C0600,Sikkim City 600,Sikkim,L07835,Phase 76 Greens,Residential,ISC,Government,2012,4.4,Yes,32.84,5148,156,33.0,377163,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,12.67,16.889634,72.961549,https://school9521.edu.in,2025-12-31
S09522,Delhi Public World School,C0825,Tripura City 825,Tripura,L10791,Nagar 134 Enclave,Government Aided,IGCSE,Government,1953,2.8,Yes,3.19,1406,74,19.0,103429,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,14.1,15.290697,76.705453,https://school9522.edu.in,2025-12-31
S09523,Global World School,C0585,Tamil City 585,Tamil Nadu,L07653,Block 42 City,Residential,State Board,Government,1988,2.9,Yes,39.04,7105,245,29.0,254123,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,12.82,32.393439,95.481429,https://school9523.edu.in,2025-12-31
S09524,Global School,C0105,New Delhi,Delhi,L01372,Layout 12 Township,Residential,ISC,Trust,2001,4.6,No,36.98,5270,155,34.0,209488,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,15.09,15.923062,70.558087,https://school9524.edu.in,2025-12-31
S09525,Green Valley Public School,C0130,Uttarakhand City 130,Uttarakhand,L01676,Enclave 76 County,Kendriya Vidyalaya,ICSE,Trust,1978,3.4,No,18.56,3366,198,17.0,220428,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,1.51,17.441698,94.079828,https://school9525.edu.in,2025-12-31
S09526,Ryan International Public School,C0315,Chandigarh City 315,Chandigarh,L04092,Enclave 61 Vista,Government,IB,Government,1983,3.3,No,33.46,496,31,16.0,280581,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,13.84,31.708243,89.776669,https://school9526.edu.in,2025-12-31
S09527,Modern World School,C0036,Mandi,Himachal Pradesh,L00471,Park 1 Vista,Boarding,Cambridge,Trust,1988,4.6,Yes,24.6,3094,119,26.0,69644,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,6.29,11.212456,88.1905,https://school9527.edu.in,2025-12-31
S09528,Heritage Senior Secondary School,C0684,Delhi City 684,Delhi,L08916,Park 114 Township,Private,Cambridge,Private,1995,4.0,No,39.21,1360,40,34.0,21401,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,13.94,33.60937,80.645683,https://school9528.edu.in,2025-12-31
S09529,Heritage Public School,C0295,Bihar City 295,Bihar,L03849,Extension 35 Gardens,Kendriya Vidyalaya,ISC,Trust,2013,2.8,Yes,24.21,1220,61,20.0,78927,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,16.3,35.025476,80.366144,https://school9529.edu.in,2025-12-31
S09530,Bright Future Academy,C0873,West City 873,West Bengal,L11398,Colony 131 Enclave,International,ISC,Private,1954,3.0,Yes,1.02,2924,86,34.0,66625,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,12.68,24.913828,81.903938,https://school9530.edu.in,2025-12-31
S09531,Scholars Senior Secondary School,C0933,Goa City 933,Goa,L12157,Extension 29 Paradise,Government Aided,IGCSE,Private,1968,4.1,Yes,2.72,1404,54,26.0,474925,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,10.09,31.339907,86.479115,https://school9531.edu.in,2025-12-31
S09532,Modern School,C0162,Rajasthan City 162,Rajasthan,L02119,Enclave 15 Township,International,CBSE,Trust,1998,3.7,Yes,4.73,7910,226,35.0,219157,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,9.5,33.962928,79.603524,https://school9532.edu.in,2025-12-31
S09533,Wisdom Public School,C0306,Tamil City 306,Tamil Nadu,L03982,Nagar 49 Paradise,Residential,IB,Private,2000,4.7,Yes,8.47,4794,141,34.0,115644,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,11.72,16.783748,94.262828,https://school9533.edu.in,2025-12-31
S09534,Sunrise World School,C0519,Uttarakhand City 519,Uttarakhand,L06759,Garden 132 Residency,International,ICSE,Trust,1963,4.0,Yes,28.71,1692,94,18.0,383479,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,11.52,31.063543,78.0785,https://school9534.edu.in,2025-12-31
S09535,Global International School,C0075,Jodhpur,Rajasthan,L00965,Phase 102 Gardens,Government,IB,Government,2012,4.0,No,36.89,4968,216,23.0,499008,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,3.68,9.69208,71.625213,https://school9535.edu.in,2025-12-31
S09536,St. Xavier's Public School,C0774,Arunachal City 774,Arunachal Pradesh,L10118,Nagar 113 Vista,Jawahar Navodaya Vidyalaya,ISC,Government,1960,4.6,Yes,29.49,3744,234,16.0,99944,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,7.99,28.658461,87.727068,https://school9536.edu.in,2025-12-31
S09537,Global School,C0655,Chhattisgarh City 655,Chhattisgarh,L08517,Sector 118 Enclave,Government,ICSE,Trust,1965,4.1,Yes,16.09,4972,226,22.0,157189,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,19.69,20.275243,91.132959,https://school9537.edu.in,2025-12-31
S09538,Lotus Senior Secondary School,C0285,Maharashtra City 285,Maharashtra,L03716,Extension 30 Residency,International,Cambridge,Government,1952,4.7,No,21.8,1476,82,18.0,114516,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,16.56,22.404792,93.487364,https://school9538.edu.in,2025-12-31
S09539,National Senior Secondary School,C0623,Rajasthan City 623,Rajasthan,L08149,Block 146 Residency,Boarding,ISC,Government,1995,3.1,No,17.2,3600,240,15.0,241364,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,5.04,14.976153,77.013193,https://school9539.edu.in,2025-12-31
S09540,Green Valley Senior Secondary School,C0282,Chhattisgarh City 282,Chhattisgarh,L03674,Colony 56 Township,Private,ICSE,Trust,1971,3.4,No,10.44,4008,167,24.0,332970,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,8.66,33.874967,75.163391,https://school9540.edu.in,2025-12-31
S09541,Oxford World School,C0852,Manipur City 852,Manipur,L11139,Park 79 Paradise,Government,ISC,Government,1960,3.5,No,14.75,4780,239,20.0,122052,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,1.1,13.718381,81.90624,https://school9541.edu.in,2025-12-31
S09542,Green Valley World School,C0287,Chhattisgarh City 287,Chhattisgarh,L03745,Nagar 6 Heights,Jawahar Navodaya Vidyalaya,IB,Government,1955,3.2,Yes,13.26,1036,37,28.0,315562,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,6.11,12.452654,70.831545,https://school9542.edu.in,2025-12-31
S09543,Lotus World School,C0919,Himachal City 919,Himachal Pradesh,L11956,Colony 83 Enclave,Government,Cambridge,Government,2005,4.2,No,9.77,5675,227,25.0,254975,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,0.55,8.910926,78.731831,https://school9543.edu.in,2025-12-31
S09544,Future Public School,C0253,Karnataka City 253,Karnataka,L03285,Block 13 Enclave,Government Aided,Cambridge,Private,2005,4.2,Yes,30.53,2928,122,24.0,206236,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,2.01,17.137014,92.336862,https://school9544.edu.in,2025-12-31
S09545,Springfield International School,C0001,Visakhapatnam,Andhra Pradesh,L00010,Layout 54 Paradise,Government,ICSE,Government,1971,4.4,Yes,10.25,3195,213,15.0,262230,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,0.88,27.937417,92.734472,https://school9545.edu.in,2025-12-31
S09546,Lotus International School,C0688,Telangana City 688,Telangana,L08958,Park 20 Township,Kendriya Vidyalaya,CBSE,Government,1973,4.0,Yes,39.63,4620,220,21.0,181338,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,16.25,30.247411,93.582759,https://school9546.edu.in,2025-12-31
S09547,Heritage Senior Secondary School,C0558,Uttarakhand City 558,Uttarakhand,L07309,Enclave 136 Paradise,Jawahar Navodaya Vidyalaya,Cambridge,Trust,2007,4.8,No,36.58,5332,172,31.0,302143,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,1.65,32.339549,95.138512,https://school9547.edu.in,2025-12-31
S09548,Wisdom School,C0297,Ladakh City 297,Ladakh,L03882,Layout 93 Township,Government,ICSE,Trust,1961,2.8,Yes,11.37,2592,108,24.0,243124,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,6.4,33.606966,78.943316,https://school9548.edu.in,2025-12-31
S09549,Future School,C0811,Uttarakhand City 811,Uttarakhand,L10617,Garden 92 Heights,Residential,ICSE,Private,1968,2.8,Yes,39.16,5952,192,31.0,239061,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,12.91,15.975419,68.156487,https://school9549.edu.in,2025-12-31
S09550,Scholars Academy,C0192,West City 192,West Bengal,L02529,Layout 131 Vista,Government Aided,ISC,Trust,1976,4.6,No,5.02,4920,205,24.0,44143,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,1.91,30.876508,70.534503,https://school9550.edu.in,2025-12-31
S09551,Future Senior Secondary School,C0969,Andhra City 969,Andhra Pradesh,L12598,Extension 85 County,Jawahar Navodaya Vidyalaya,Cambridge,Government,1964,3.3,Yes,18.49,5198,226,23.0,148168,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,7.51,36.232377,78.996053,https://school9551.edu.in,2025-12-31
S09552,St. Xavier's Academy,C0066,Bhubaneswar,Odisha,L00846,Nagar 94 Paradise,Government Aided,ISC,Private,1953,4.4,Yes,20.26,2800,80,35.0,15661,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,19.49,24.027943,92.185706,https://school9552.edu.in,2025-12-31
S09553,Wisdom International School,C0368,Puducherry City 368,Puducherry,L04783,Phase 129 Township,Government,ISC,Private,2013,2.6,Yes,4.0,4880,244,20.0,457861,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,6.38,34.121912,68.011987,https://school9553.edu.in,2025-12-31
S09554,Scholars Senior Secondary School,C0063,Aizawl,Mizoram,L00801,Enclave 26 Vista,Government,Cambridge,Government,2016,5.0,Yes,23.48,6030,201,30.0,305257,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,8.39,32.535953,83.217834,https://school9554.edu.in,2025-12-31
S09555,St. Xavier's International School,C0993,Maharashtra City 993,Maharashtra,L12911,Garden 25 Vista,International,CBSE,Trust,1982,4.0,No,24.69,1792,64,28.0,491800,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,18.61,8.216332,84.095878,https://school9555.edu.in,2025-12-31
S09556,Sunrise School,C0647,Puducherry City 647,Puducherry,L08413,Extension 38 Greens,Private,ICSE,Trust,1979,3.5,Yes,32.83,2813,97,29.0,191530,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,8.6,23.320814,88.097742,https://school9556.edu.in,2025-12-31
S09557,Sunrise World School,C0148,Maharashtra City 148,Maharashtra,L01900,Block 101 Gardens,Jawahar Navodaya Vidyalaya,IB,Trust,1954,4.8,No,20.42,5790,193,30.0,277916,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,11.64,36.581371,89.063899,https://school9557.edu.in,2025-12-31
S09558,Bright Future International School,C0849,Haryana City 849,Haryana,L11099,Colony 49 Enclave,Boarding,ICSE,Private,1972,3.8,Yes,28.54,4925,197,25.0,182199,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,17.24,9.741322,89.926999,https://school9558.edu.in,2025-12-31
S09559,Holy Child International School,C0818,Rajasthan City 818,Rajasthan,L10707,Block 81 Gardens,Jawahar Navodaya Vidyalaya,ICSE,Trust,1971,4.2,Yes,2.94,5994,222,27.0,137222,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,3.77,34.027529,96.242017,https://school9559.edu.in,2025-12-31
S09560,Scholars Senior Secondary School,C0681,Maharashtra City 681,Maharashtra,L08877,Extension 102 Township,Boarding,IGCSE,Private,1992,4.5,Yes,32.15,1350,45,30.0,356157,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,5.75,36.375819,74.885935,https://school9560.edu.in,2025-12-31
S09561,Ryan International World School,C0708,Himachal City 708,Himachal Pradesh,L09215,Garden 47 Residency,Government Aided,ISC,Government,1963,2.8,No,39.26,4104,228,18.0,337685,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,19.44,23.947481,94.153602,https://school9561.edu.in,2025-12-31
S09562,Global Senior Secondary School,C0899,Madhya City 899,Madhya Pradesh,L11722,Colony 65 Residency,Boarding,ISC,Private,2015,4.9,Yes,6.26,3900,156,25.0,169124,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,10.95,24.536754,82.36899,https://school9562.edu.in,2025-12-31
S09563,Future International School,C0404,Uttar City 404,Uttar Pradesh,L05215,Colony 91 Residency,International,State Board,Government,1988,3.5,Yes,19.76,2856,136,21.0,343872,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,3.23,36.156116,87.878876,https://school9563.edu.in,2025-12-31
S09564,Wisdom Academy,C0725,Uttarakhand City 725,Uttarakhand,L09452,Park 97 Greens,Private,ICSE,Trust,2024,4.6,No,3.68,4300,172,25.0,18262,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,10.68,18.62646,81.772588,https://school9564.edu.in,2025-12-31
S09565,Oxford World School,C0135,Jharkhand City 135,Jharkhand,L01745,Colony 50 Township,Residential,State Board,Trust,2015,4.3,No,4.23,3912,163,24.0,119193,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,19.65,25.431153,81.829164,https://school9565.edu.in,2025-12-31
S09566,National School,C0511,Manipur City 511,Manipur,L06655,Extension 133 County,Government,ISC,Government,1973,2.9,Yes,11.34,6825,195,35.0,318860,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,3.5,16.026395,72.999364,https://school9566.edu.in,2025-12-31
S09567,Springfield International School,C0931,Nagaland City 931,Nagaland,L12122,Block 88 Residency,Residential,CBSE,Government,1953,4.5,No,27.94,1072,67,16.0,82313,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,6.86,16.378745,83.347961,https://school9567.edu.in,2025-12-31
S09568,Heritage Senior Secondary School,C0655,Chhattisgarh City 655,Chhattisgarh,L08518,Block 139 Township,Boarding,IB,Government,1964,4.3,No,36.35,3780,189,20.0,270030,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,2.4,29.833128,94.203237,https://school9568.edu.in,2025-12-31
S09569,Future International School,C0084,Tiruchirappalli,Tamil Nadu,L01094,Colony 62 Residency,Jawahar Navodaya Vidyalaya,ISC,Government,2023,4.2,Yes,1.08,1680,105,16.0,240703,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,2.01,33.225567,81.766738,https://school9569.edu.in,2025-12-31
S09570,Scholars World School,C0867,Maharashtra City 867,Maharashtra,L11328,Block 1 Paradise,Jawahar Navodaya Vidyalaya,IB,Trust,1976,4.2,Yes,16.06,2324,83,28.0,25864,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,12.16,27.480703,92.837395,https://school9570.edu.in,2025-12-31
S09571,Holy Child Public School,C0317,Uttar City 317,Uttar Pradesh,L04128,Park 107 Enclave,Jawahar Navodaya Vidyalaya,IGCSE,Trust,2018,4.9,Yes,3.09,4796,218,22.0,365318,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,17.6,9.099207,68.564084,https://school9571.edu.in,2025-12-31
S09572,National Senior Secondary School,C0243,Lakshadweep City 243,Lakshadweep,L03169,Sector 132 Enclave,Government Aided,CBSE,Trust,2011,3.9,Yes,5.46,4901,169,29.0,484745,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,19.1,31.49954,75.55729,https://school9572.edu.in,2025-12-31
S09573,St. Xavier's Academy,C0039,Jamshedpur,Jharkhand,L00502,Park 139 County,Residential,Cambridge,Private,2004,4.3,Yes,38.67,2555,73,35.0,83278,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,4.31,23.855057,68.468822,https://school9573.edu.in,2025-12-31
S09574,Lotus International School,C0806,Punjab City 806,Punjab,L10547,Garden 110 Township,Jawahar Navodaya Vidyalaya,Cambridge,Private,2024,3.4,No,5.06,3420,228,15.0,78378,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,6.1,21.725606,93.193185,https://school9574.edu.in,2025-12-31
S09575,Future Academy,C0538,Sikkim City 538,Sikkim,L07031,Park 133 Residency,Residential,CBSE,Private,1972,3.3,Yes,17.51,814,37,22.0,419913,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,12.17,15.840309,95.075028,https://school9575.edu.in,2025-12-31
S09576,Delhi Public Public School,C0167,Dadra City 167,Dadra and Nagar Haveli and Daman and Diu,L02188,Extension 114 Paradise,Jawahar Navodaya Vidyalaya,Cambridge,Private,1970,3.3,No,34.88,2352,112,21.0,297710,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,4.92,8.024962,93.801455,https://school9576.edu.in,2025-12-31
S09577,Holy Child International School,C0261,Nagaland City 261,Nagaland,L03397,Nagar 67 Heights,Jawahar Navodaya Vidyalaya,ISC,Trust,1951,4.2,No,20.46,2784,87,32.0,446777,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,8.63,19.792674,91.657574,https://school9577.edu.in,2025-12-31
S09578,Holy Child Academy,C0224,Rajasthan City 224,Rajasthan,L02921,Colony 96 Paradise,Residential,IB,Trust,2016,2.8,No,14.37,1080,36,30.0,16299,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,0.97,10.734165,71.98805,https://school9578.edu.in,2025-12-31
S09579,National Senior Secondary School,C0027,Rajkot,Gujarat,L00333,Colony 68 Gardens,Kendriya Vidyalaya,CBSE,Government,2007,3.8,Yes,31.37,6831,207,33.0,64693,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,18.1,29.960314,77.887387,https://school9579.edu.in,2025-12-31
S09580,Cambridge Public School,C0113,Daman,Dadra and Nagar Haveli and Daman and Diu,L01478,Nagar 15 Greens,Jawahar Navodaya Vidyalaya,IGCSE,Trust,1969,4.1,No,30.17,2059,71,29.0,234973,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,17.73,9.84846,73.991771,https://school9580.edu.in,2025-12-31
S09581,Cambridge International School,C0549,Uttarakhand City 549,Uttarakhand,L07179,Colony 77 City,Residential,ICSE,Private,2002,3.3,No,32.43,4031,139,29.0,49250,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,10.62,32.636572,78.076488,https://school9581.edu.in,2025-12-31
S09582,Wisdom Public School,C0334,Andhra City 334,Andhra Pradesh,L04331,Extension 94 Heights,International,State Board,Government,2002,3.5,Yes,32.76,420,21,20.0,336027,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,9.2,27.592159,96.836549,https://school9582.edu.in,2025-12-31
S09583,Modern Public School,C0528,Chhattisgarh City 528,Chhattisgarh,L06895,Phase 44 Residency,Private,Cambridge,Government,1968,4.7,No,3.64,2184,91,24.0,109128,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,10.06,12.323686,75.437192,https://school9583.edu.in,2025-12-31
S09584,Ryan International World School,C0376,Madhya City 376,Madhya Pradesh,L04902,Layout 79 Paradise,Government Aided,Cambridge,Government,1964,2.9,No,27.52,528,24,22.0,305047,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,14.87,26.815862,86.123909,https://school9584.edu.in,2025-12-31
S09585,Delhi Public School,C0547,Andaman City 547,Andaman and Nicobar Islands,L07152,Block 63 County,Kendriya Vidyalaya,State Board,Private,1964,2.8,Yes,19.57,425,25,17.0,367045,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,5.91,26.501472,95.404422,https://school9585.edu.in,2025-12-31
S09586,Modern World School,C0799,Maharashtra City 799,Maharashtra,L10445,Block 39 Paradise,Kendriya Vidyalaya,CBSE,Trust,1987,4.1,No,28.03,5852,209,28.0,184096,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,1.18,33.015233,90.901237,https://school9586.edu.in,2025-12-31
S09587,Heritage International School,C0861,Jharkhand City 861,Jharkhand,L11253,Phase 50 County,Private,State Board,Private,2023,4.7,Yes,39.68,6975,225,31.0,396487,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,5.67,28.171033,81.504547,https://school9587.edu.in,2025-12-31
S09588,St. Xavier's International School,C0249,Rajasthan City 249,Rajasthan,L03241,Extension 121 Vista,Boarding,Cambridge,Trust,1968,2.9,No,21.0,2832,177,16.0,136687,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,6.3,9.409196,87.075188,https://school9588.edu.in,2025-12-31
S09589,Green Valley Public School,C0824,Dadra City 824,Dadra and Nagar Haveli and Daman and Diu,L10777,Park 58 Enclave,Government,Cambridge,Government,1965,3.2,Yes,17.14,6851,221,31.0,315352,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,0.91,16.85508,89.588792,https://school9589.edu.in,2025-12-31
S09590,Oxford Academy,C0491,Lakshadweep City 491,Lakshadweep,L06372,Layout 11 City,Government Aided,IGCSE,Private,1999,4.2,Yes,29.32,6501,197,33.0,216317,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,18.08,13.725987,86.171281,https://school9590.edu.in,2025-12-31
S09591,Oxford School,C0835,Tripura City 835,Tripura,L10912,Layout 138 Enclave,Private,ISC,Private,1988,4.8,Yes,6.74,3212,146,22.0,259872,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,6.86,16.940833,96.146777,https://school9591.edu.in,2025-12-31
S09592,Scholars International School,C0545,Nagaland City 545,Nagaland,L07119,Garden 146 County,Kendriya Vidyalaya,State Board,Government,2021,4.2,Yes,7.85,950,50,19.0,151823,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,5.67,19.526684,83.561366,https://school9592.edu.in,2025-12-31
S09593,Sunrise World School,C0038,Ranchi,Jharkhand,L00497,Nagar 24 Township,Government Aided,ICSE,Government,1978,5.0,Yes,25.94,459,27,17.0,31672,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,12.0,26.136301,81.750041,https://school9593.edu.in,2025-12-31
S09594,National World School,C0686,Tripura City 686,Tripura,L08944,Garden 14 Residency,Residential,CBSE,Trust,2020,4.5,Yes,7.49,6888,246,28.0,103241,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,3.02,36.665355,80.629926,https://school9594.edu.in,2025-12-31
S09595,Delhi Public International School,C0718,Andhra City 718,Andhra Pradesh,L09350,Layout 102 Residency,Residential,IB,Private,1994,4.5,No,29.16,6748,241,28.0,18300,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,1.98,29.000718,91.67536,https://school9595.edu.in,2025-12-31
S09596,Global School,C0700,West City 700,West Bengal,L09124,Nagar 122 County,Government,ICSE,Trust,1969,4.7,Yes,21.07,5520,240,23.0,272293,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,1.23,27.537524,80.198882,https://school9596.edu.in,2025-12-31
S09597,National Public School,C0704,Mizoram City 704,Mizoram,L09172,Enclave 32 Residency,International,IB,Private,2009,3.6,No,1.0,1224,68,18.0,132787,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,8.41,12.560138,91.164236,https://school9597.edu.in,2025-12-31
S09598,Scholars Academy,C0131,Lakshadweep City 131,Lakshadweep,L01686,Sector 43 Residency,Boarding,CBSE,Private,2013,4.2,No,6.89,2852,124,23.0,324832,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,8.44,25.332865,94.810274,https://school9598.edu.in,2025-12-31
S09599,Heritage International School,C0175,Punjab City 175,Punjab,L02289,Extension 56 Enclave,Jawahar Navodaya Vidyalaya,ISC,Trust,2023,2.6,Yes,4.16,1419,43,33.0,172447,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,5.77,8.581546,77.394136,https://school9599.edu.in,2025-12-31
S09600,Modern Senior Secondary School,C0221,Arunachal City 221,Arunachal Pradesh,L02890,Block 83 Gardens,Boarding,ISC,Private,2006,5.0,Yes,26.19,1098,61,18.0,64597,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,2.8,10.482362,71.775343,https://school9600.edu.in,2025-12-31
S09601,Scholars Academy,C0797,Gujarat City 797,Gujarat,L10411,Colony 33 County,Private,CBSE,Government,2023,3.8,Yes,10.56,1566,54,29.0,350460,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,5.18,16.066219,96.058968,https://school9601.edu.in,2025-12-31
S09602,Global Senior Secondary School,C0581,Bihar City 581,Bihar,L07579,Colony 32 Heights,Residential,ICSE,Government,1980,4.9,No,34.98,1488,62,24.0,248653,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,11.87,13.705654,89.575067,https://school9602.edu.in,2025-12-31
S09603,National Public School,C0016,Bhagalpur,Bihar,L00205,Block 99 Township,Private,ICSE,Trust,1986,3.6,Yes,38.64,4410,126,35.0,438348,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,3.57,32.733354,80.834128,https://school9603.edu.in,2025-12-31
S09604,National Senior Secondary School,C0157,Nagaland City 157,Nagaland,L02040,Sector 125 Vista,Boarding,ICSE,Trust,2022,3.4,Yes,31.19,2214,123,18.0,233791,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,17.42,12.716386,92.381033,https://school9604.edu.in,2025-12-31
S09605,Sunrise Public School,C0426,Nagaland City 426,Nagaland,L05526,Enclave 91 City,Government Aided,IGCSE,Trust,1962,2.6,Yes,33.5,7491,227,33.0,430724,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,15.4,24.433939,84.101781,https://school9605.edu.in,2025-12-31
S09606,Ryan International Academy,C0088,Nizamabad,Telangana,L01151,Park 11 Vista,International,IGCSE,Government,1966,3.5,No,35.95,5049,187,27.0,80049,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,18.31,18.24781,76.706717,https://school9606.edu.in,2025-12-31
S09607,Holy Child World School,C0549,Uttarakhand City 549,Uttarakhand,L07177,Sector 139 Greens,Residential,State Board,Private,1987,3.2,Yes,10.94,2970,90,33.0,347845,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,15.75,27.568979,76.770063,https://school9607.edu.in,2025-12-31
