Locality_ID,City_ID,City_Name,State_Name,Locality_Name,Pincode,Latitude,Longitude,Zone,Distance_to_City_Center_km,Nearest_Metro,Metro_Distance_km,Nearest_Airport,Airport_Distance_km,Nearby_Hospital_Count,Nearby_School_Count,Nearby_College_Count,Nearby_Mall_Count,Nearby_Park_Count,Nearby_Restaurant_Count,Crime_Index,AQI_Index,Traffic_Index,Livability_Score,Infrastructure_Score,Investment_Score,Average_Property_Price_sqft,Average_Rent_sqft,Rental_Yield,Green_Cover_Percent,Water_Availability,Electricity_Reliability,Internet_Speed_Mbps,Flood_Risk,Noise_Level,Luxury_Locality,Smart_City_Area,Upcoming_Metro,Popular_For,Last_Updated
L07337,C0561,Chandigarh City 561,Chandigarh,Nagar 138 County,241792,14.603322,71.159253,North,20.18,Yes,0.4,Yes,44.08,20,4,16,2,19,99,39,142,42,76,55,53,41680,42,3.89,37.7,Poor,Excellent,55,Medium,High,No,No,Yes,Luxury,2025-12-31
L07338,C0561,Chandigarh City 561,Chandigarh,Colony 77 Heights,964069,13.265493,73.206498,South,10.98,No,2.84,Yes,3.52,25,26,19,10,12,33,54,29,31,89,79,71,39196,49,6.17,9.41,Excellent,Excellent,30,Low,High,No,No,Yes,Residential,2025-12-31
L07339,C0561,Chandigarh City 561,Chandigarh,Enclave 100 Vista,118188,23.99132,91.09579,North,5.18,No,10.8,No,33.01,8,35,5,12,20,68,29,282,69,79,73,72,2430,55,6.96,32.2,Excellent,Average,514,High,Medium,No,No,Yes,Education,2025-12-31
L07340,C0561,Chandigarh City 561,Chandigarh,Enclave 109 Enclave,312057,9.138709,83.546927,West,29.84,No,2.87,No,22.78,7,12,1,7,10,135,10,132,49,92,66,91,33025,95,5.5,35.62,Poor,Good,828,Medium,Low,No,Yes,No,IT,2025-12-31
L07341,C0561,Chandigarh City 561,Chandigarh,Sector 36 Vista,438543,36.934208,70.341895,West,13.99,No,10.77,No,11.43,7,12,1,10,20,46,83,306,30,73,55,68,36820,39,4.87,52.69,Excellent,Good,141,Medium,High,Yes,No,No,Luxury,2025-12-31
L07342,C0561,Chandigarh City 561,Chandigarh,Nagar 107 Enclave,605927,28.373991,92.198792,Central,29.31,Yes,11.35,Yes,40.07,24,32,13,4,16,103,7,297,73,76,72,93,40715,33,6.85,25.28,Average,Average,33,Medium,High,No,Yes,No,Education,2025-12-31
L07343,C0561,Chandigarh City 561,Chandigarh,Extension 12 Township,399997,8.077318,87.173799,West,3.79,No,13.68,Yes,14.12,23,11,8,12,14,116,10,26,30,69,70,99,23339,27,2.53,6.97,Good,Excellent,64,Medium,High,No,Yes,Yes,Luxury,2025-12-31
L07344,C0561,Chandigarh City 561,Chandigarh,Garden 86 Enclave,684499,36.074823,68.50545,South,19.88,No,11.99,Yes,12.96,18,3,10,10,13,144,31,35,66,76,60,72,38053,106,5.3,16.15,Average,Excellent,502,Low,High,Yes,No,Yes,Education,2025-12-31
L07345,C0561,Chandigarh City 561,Chandigarh,Nagar 99 City,376426,14.600603,82.409162,North,23.8,No,9.28,Yes,8.44,16,34,2,5,13,145,67,34,93,76,52,89,22860,101,2.83,49.97,Poor,Average,192,Low,Medium,No,Yes,No,Residential,2025-12-31
L07346,C0562,Rajasthan City 562,Rajasthan,Park 124 Vista,518344,34.066535,93.694089,West,19.9,Yes,1.31,Yes,3.09,4,17,15,3,17,76,15,188,52,66,96,94,31198,38,3.94,6.18,Good,Excellent,143,Medium,Low,No,Yes,Yes,IT,2025-12-31
L07347,C0562,Rajasthan City 562,Rajasthan,Colony 12 Greens,803554,23.761872,70.449078,Central,15.32,Yes,6.34,Yes,35.58,22,16,8,6,11,9,65,203,56,64,61,83,4715,75,2.96,25.92,Poor,Excellent,972,High,Low,No,Yes,Yes,Education,2025-12-31
L07348,C0562,Rajasthan City 562,Rajasthan,Colony 145 City,393322,22.123185,74.653601,Central,31.59,No,14.01,No,27.53,20,32,4,10,2,124,43,33,51,93,95,55,23658,112,3.02,5.72,Poor,Excellent,896,High,Medium,Yes,No,Yes,IT,2025-12-31
L07349,C0562,Rajasthan City 562,Rajasthan,Block 19 Enclave,797490,29.343773,86.883251,South,10.24,Yes,2.43,Yes,28.0,4,4,17,6,13,54,13,118,56,64,73,89,17574,133,7.21,54.06,Average,Average,68,High,Low,No,No,No,Commercial,2025-12-31
L07350,C0562,Rajasthan City 562,Rajasthan,Block 86 County,780761,32.168021,85.031179,West,26.26,Yes,0.21,Yes,42.27,13,13,11,0,9,120,68,216,93,90,82,92,3501,60,3.92,32.38,Poor,Excellent,235,High,High,Yes,No,Yes,Education,2025-12-31
L07351,C0562,Rajasthan City 562,Rajasthan,Colony 43 City,309353,29.421085,85.500502,Central,18.63,Yes,2.17,Yes,21.3,17,2,0,3,9,51,44,128,53,97,70,72,28537,120,6.91,28.78,Average,Average,552,Medium,Low,Yes,Yes,Yes,Residential,2025-12-31
L07352,C0562,Rajasthan City 562,Rajasthan,Phase 128 Residency,184064,18.090624,83.912941,North,10.05,No,8.12,No,17.41,25,7,3,6,17,137,53,80,46,94,91,95,27282,109,5.96,11.97,Excellent,Good,337,High,High,Yes,Yes,No,Education,2025-12-31
L07353,C0562,Rajasthan City 562,Rajasthan,Park 85 Greens,490802,36.75294,87.506534,North,22.81,Yes,11.54,Yes,26.77,13,10,11,6,8,114,31,334,64,58,78,93,38556,127,5.32,65.36,Poor,Good,181,Low,High,Yes,Yes,Yes,Tourism,2025-12-31
L07354,C0562,Rajasthan City 562,Rajasthan,Phase 80 Vista,914200,20.981014,82.758712,South,28.53,Yes,8.35,No,18.65,8,33,20,2,18,110,62,72,50,94,86,85,11139,35,3.07,31.75,Poor,Good,686,Medium,Medium,No,No,No,Residential,2025-12-31
L07355,C0562,Rajasthan City 562,Rajasthan,Nagar 50 Residency,713782,27.466444,91.017512,South,22.93,Yes,13.83,No,15.76,24,39,8,0,16,139,53,144,54,68,73,56,3400,18,5.71,34.53,Excellent,Good,389,High,High,Yes,No,No,Commercial,2025-12-31
L07356,C0562,Rajasthan City 562,Rajasthan,Extension 42 Vista,792790,24.188525,83.285593,North,18.01,No,3.87,Yes,18.24,11,38,0,9,17,127,89,101,24,55,95,90,34601,149,5.87,27.05,Good,Good,101,High,High,Yes,No,Yes,Tourism,2025-12-31
L07357,C0562,Rajasthan City 562,Rajasthan,Phase 43 Enclave,378914,25.48314,79.542445,West,23.31,Yes,1.97,No,38.31,10,22,0,4,18,20,63,336,52,54,82,57,25806,89,5.18,18.37,Good,Average,188,Medium,Low,Yes,Yes,Yes,Luxury,2025-12-31
L07358,C0562,Rajasthan City 562,Rajasthan,Phase 136 Enclave,972569,31.187963,73.458907,East,13.74,No,11.03,No,9.49,2,8,4,2,18,146,67,346,83,67,85,85,20909,129,2.75,58.59,Excellent,Good,804,Low,Medium,Yes,Yes,No,Luxury,2025-12-31
L07359,C0563,Karnataka City 563,Karnataka,Phase 80 Gardens,132025,31.481884,69.557411,Central,5.28,No,6.86,Yes,21.92,14,6,16,1,2,49,53,170,51,62,83,58,7060,99,5.94,32.31,Average,Average,141,Medium,Medium,Yes,Yes,No,Residential,2025-12-31
L07360,C0563,Karnataka City 563,Karnataka,Garden 56 City,768396,22.184079,75.70722,North,34.21,No,7.39,Yes,20.66,19,2,14,5,9,144,41,251,33,89,93,94,33315,141,5.43,38.4,Average,Excellent,318,Medium,Medium,Yes,No,Yes,Residential,2025-12-31
L07361,C0563,Karnataka City 563,Karnataka,Sector 136 City,969683,12.509958,78.336255,South,27.73,Yes,3.35,Yes,19.6,19,37,11,6,17,38,87,113,38,75,65,95,34966,133,6.99,64.6,Good,Average,636,Low,High,Yes,Yes,Yes,Commercial,2025-12-31
L07362,C0563,Karnataka City 563,Karnataka,Enclave 146 Vista,663274,20.265838,92.359636,South,13.57,Yes,6.13,Yes,7.97,12,31,7,3,14,86,58,176,85,56,63,65,44920,148,2.05,12.1,Good,Excellent,154,Medium,High,Yes,Yes,No,Tourism,2025-12-31
L07363,C0563,Karnataka City 563,Karnataka,Sector 68 Gardens,125314,19.334164,77.052874,East,28.03,Yes,6.41,Yes,11.78,22,5,5,9,5,78,17,136,35,51,83,88,10697,110,5.42,8.65,Excellent,Average,506,High,Low,No,Yes,Yes,Luxury,2025-12-31
L07364,C0563,Karnataka City 563,Karnataka,Layout 87 Heights,925262,25.991192,90.655834,North,29.92,No,9.51,No,14.79,11,9,9,6,6,57,10,67,51,80,82,69,30949,82,7.59,10.35,Average,Average,941,High,Medium,Yes,No,No,Tourism,2025-12-31
L07365,C0563,Karnataka City 563,Karnataka,Park 73 County,505239,10.536055,86.388152,West,21.59,Yes,13.56,No,16.39,9,32,9,8,16,15,35,154,58,79,57,80,32111,24,7.66,65.0,Average,Good,334,Low,Low,No,No,No,Luxury,2025-12-31
L07366,C0563,Karnataka City 563,Karnataka,Layout 90 Enclave,801477,23.393491,91.688858,East,23.43,No,11.41,No,37.09,9,4,1,8,6,27,87,104,32,66,84,69,1882,90,3.71,68.18,Average,Excellent,370,High,High,Yes,No,Yes,Commercial,2025-12-31
L07367,C0563,Karnataka City 563,Karnataka,Nagar 50 Residency,364897,14.668382,69.926786,North,11.19,No,5.42,No,3.59,11,26,6,5,19,144,46,61,66,73,97,93,19575,55,6.08,7.84,Excellent,Average,305,High,Low,No,Yes,No,Luxury,2025-12-31
L07368,C0563,Karnataka City 563,Karnataka,Sector 35 Gardens,751312,36.613529,74.94505,West,23.54,No,5.66,Yes,11.21,15,6,7,5,10,17,50,142,69,52,67,77,17929,112,7.63,37.73,Average,Good,895,Low,Low,Yes,No,No,Commercial,2025-12-31
L07369,C0563,Karnataka City 563,Karnataka,Layout 146 Paradise,191530,28.580687,80.12407,East,24.9,No,7.55,No,11.35,3,22,14,2,16,81,36,126,23,88,52,52,21160,18,7.38,53.68,Average,Average,748,Low,Low,Yes,No,No,Luxury,2025-12-31
L07370,C0563,Karnataka City 563,Karnataka,Nagar 103 County,480504,31.723588,86.829262,East,20.54,Yes,2.79,Yes,44.48,13,22,5,0,10,121,74,59,38,80,55,66,7095,23,3.7,44.69,Poor,Average,772,Medium,High,Yes,Yes,Yes,Education,2025-12-31
L07371,C0563,Karnataka City 563,Karnataka,Colony 49 City,672539,13.944255,83.06278,North,27.3,Yes,14.7,No,38.67,8,13,17,3,14,49,29,177,22,59,59,77,24325,144,3.82,20.15,Good,Excellent,227,Low,Low,Yes,Yes,Yes,Commercial,2025-12-31
L07372,C0563,Karnataka City 563,Karnataka,Park 120 Paradise,183658,11.527197,95.287275,Central,2.18,Yes,0.3,No,38.04,10,25,13,9,17,82,42,80,51,73,77,65,19744,58,2.13,17.83,Excellent,Average,449,Medium,High,No,Yes,Yes,IT,2025-12-31
L07373,C0563,Karnataka City 563,Karnataka,Block 58 Paradise,251982,30.28748,76.643854,East,14.29,Yes,11.84,Yes,28.9,6,16,10,11,5,121,71,162,33,81,73,77,35865,77,3.42,8.6,Poor,Good,535,Medium,High,No,Yes,Yes,Commercial,2025-12-31
L07374,C0563,Karnataka City 563,Karnataka,Block 72 Paradise,258742,22.298639,74.113826,North,13.02,No,4.16,No,6.16,2,33,2,9,19,5,30,317,84,58,54,90,41198,19,5.45,69.62,Poor,Average,342,Medium,High,Yes,Yes,Yes,IT,2025-12-31
L07375,C0563,Karnataka City 563,Karnataka,Sector 1 County,644557,32.797974,87.821833,West,29.43,Yes,9.95,Yes,44.71,15,34,13,4,12,38,78,77,67,82,71,83,35210,45,6.93,52.32,Good,Excellent,986,High,Medium,No,Yes,No,Commercial,2025-12-31
L07376,C0563,Karnataka City 563,Karnataka,Layout 95 Residency,195505,15.096418,72.579949,East,0.95,Yes,10.26,No,28.04,7,37,5,6,20,30,31,69,54,71,52,68,28682,45,6.05,43.51,Good,Average,757,High,Medium,Yes,Yes,No,Residential,2025-12-31
L07377,C0564,Lakshadweep City 564,Lakshadweep,Park 126 Residency,642683,26.725379,84.314083,North,22.32,No,7.73,No,32.42,10,16,16,12,7,103,8,95,71,99,83,56,26411,31,2.26,12.5,Excellent,Good,271,Medium,Low,No,Yes,Yes,Education,2025-12-31
L07378,C0564,Lakshadweep City 564,Lakshadweep,Sector 102 County,486119,24.325732,78.357212,South,3.21,No,3.97,Yes,39.04,5,34,7,0,9,54,8,280,66,79,88,88,40783,89,5.32,39.37,Excellent,Average,60,Medium,Medium,No,No,No,Luxury,2025-12-31
L07379,C0564,Lakshadweep City 564,Lakshadweep,Phase 49 Vista,594227,10.616685,96.296912,West,16.26,No,3.57,Yes,42.01,14,4,13,1,2,130,87,200,88,95,55,56,16876,81,5.05,7.71,Good,Average,574,High,High,No,No,Yes,Education,2025-12-31
L07380,C0564,Lakshadweep City 564,Lakshadweep,Nagar 138 County,809992,29.372656,84.184017,Central,9.94,Yes,14.57,No,39.43,1,13,19,0,4,130,82,257,93,84,92,55,21121,62,4.57,66.71,Poor,Excellent,97,High,Low,Yes,Yes,Yes,IT,2025-12-31
L07381,C0564,Lakshadweep City 564,Lakshadweep,Block 20 Enclave,919702,27.358019,68.010944,Central,15.14,No,10.04,No,44.26,1,3,7,3,17,14,77,40,69,64,90,91,21446,58,4.43,60.72,Poor,Average,111,Medium,Medium,Yes,No,No,Luxury,2025-12-31
L07382,C0564,Lakshadweep City 564,Lakshadweep,Sector 135 City,263736,20.281645,88.409886,West,2.79,No,14.2,Yes,24.83,11,24,2,6,3,62,57,296,88,56,51,86,32646,102,6.43,18.4,Poor,Excellent,46,Low,High,Yes,Yes,Yes,IT,2025-12-31
L07383,C0564,Lakshadweep City 564,Lakshadweep,Layout 109 Township,706309,33.547736,84.703781,South,15.79,No,11.36,Yes,9.44,16,40,12,6,17,42,30,246,94,90,51,53,2144,55,3.65,65.25,Poor,Average,621,Medium,Medium,No,No,No,Education,2025-12-31
L07384,C0564,Lakshadweep City 564,Lakshadweep,Phase 2 Residency,642957,19.575634,95.002724,North,2.39,No,1.84,Yes,24.94,25,29,2,0,4,80,13,233,76,95,57,66,26968,39,2.6,66.84,Excellent,Average,285,Medium,Low,Yes,Yes,No,Luxury,2025-12-31
L07385,C0564,Lakshadweep City 564,Lakshadweep,Nagar 102 Township,114156,13.104191,78.935447,North,6.08,Yes,0.82,Yes,16.64,23,17,14,3,14,137,12,324,73,87,86,80,33431,56,2.7,58.9,Excellent,Excellent,185,High,Medium,No,No,No,Education,2025-12-31
L07386,C0564,Lakshadweep City 564,Lakshadweep,Block 114 County,821613,19.50571,85.935357,West,8.04,No,12.66,Yes,22.62,19,3,3,1,10,98,66,72,44,89,55,96,8322,102,5.41,46.02,Poor,Good,523,Medium,Low,Yes,No,Yes,Education,2025-12-31
L07387,C0564,Lakshadweep City 564,Lakshadweep,Layout 11 Residency,450449,14.124871,72.076686,East,28.99,Yes,6.65,No,24.42,3,3,11,2,16,17,43,66,76,76,84,96,28239,74,6.48,33.04,Poor,Excellent,895,High,High,Yes,No,No,Residential,2025-12-31
L07388,C0564,Lakshadweep City 564,Lakshadweep,Enclave 34 City,130277,12.875826,74.886203,East,16.03,Yes,6.36,No,16.42,7,10,2,4,5,122,73,174,63,88,94,72,9150,109,3.6,21.65,Poor,Excellent,121,High,Low,No,Yes,No,Tourism,2025-12-31
L07389,C0564,Lakshadweep City 564,Lakshadweep,Block 23 County,460690,30.787089,77.711986,East,32.68,Yes,13.62,Yes,31.79,18,20,9,11,19,150,35,93,50,59,69,52,21830,35,3.04,38.66,Average,Good,522,High,High,No,Yes,Yes,Education,2025-12-31
L07390,C0564,Lakshadweep City 564,Lakshadweep,Phase 20 Gardens,614259,28.129744,94.052303,Central,17.92,No,7.61,Yes,32.47,3,24,3,0,7,38,53,54,54,88,66,53,40514,148,4.71,37.32,Poor,Average,400,High,Low,No,No,Yes,Tourism,2025-12-31
L07391,C0564,Lakshadweep City 564,Lakshadweep,Park 123 Enclave,362345,34.500375,68.381746,West,13.37,Yes,13.61,Yes,9.23,3,3,5,1,16,54,37,218,87,90,76,97,6050,122,5.03,44.54,Poor,Average,810,Medium,Medium,No,Yes,No,Commercial,2025-12-31
L07392,C0564,Lakshadweep City 564,Lakshadweep,Garden 54 Vista,145796,13.138203,91.817945,South,32.99,Yes,8.49,No,26.16,3,12,15,4,5,56,54,141,55,58,53,72,29783,147,5.19,65.59,Average,Excellent,466,Medium,High,Yes,No,Yes,Tourism,2025-12-31
L07393,C0564,Lakshadweep City 564,Lakshadweep,Colony 73 Paradise,938988,23.857916,72.942242,Central,3.02,No,3.47,No,13.93,21,10,14,0,18,100,57,291,59,75,90,76,29743,149,2.05,44.59,Excellent,Average,867,High,Low,Yes,Yes,No,Commercial,2025-12-31
L07394,C0564,Lakshadweep City 564,Lakshadweep,Extension 15 Vista,618290,15.071725,73.689628,West,6.62,Yes,6.59,Yes,10.71,13,12,15,11,18,90,32,319,77,69,91,79,21147,13,5.38,68.28,Average,Average,703,Medium,Medium,Yes,Yes,No,Tourism,2025-12-31
L07395,C0565,Goa City 565,Goa,Block 47 County,119648,8.202493,72.95581,West,6.74,No,8.76,Yes,6.85,7,23,1,4,2,18,79,246,79,63,97,64,37184,65,7.24,6.93,Excellent,Average,771,High,Low,No,No,No,Residential,2025-12-31
L07396,C0565,Goa City 565,Goa,Block 115 Heights,364821,21.620611,83.255647,South,18.45,No,4.18,No,20.11,24,29,15,11,8,114,66,43,30,82,50,95,3407,28,4.72,62.93,Poor,Good,414,Medium,High,Yes,No,No,Tourism,2025-12-31
L07397,C0565,Goa City 565,Goa,Park 108 Gardens,723659,12.127825,70.495958,East,18.63,Yes,1.19,Yes,3.27,5,12,2,9,16,80,76,233,32,60,55,71,33136,109,3.97,12.68,Poor,Good,475,Low,Medium,No,No,Yes,Tourism,2025-12-31
L07398,C0565,Goa City 565,Goa,Garden 61 Gardens,401999,36.835193,94.717927,North,9.68,Yes,1.73,Yes,27.94,1,34,15,1,1,44,72,38,20,54,83,76,37457,136,4.73,67.85,Excellent,Excellent,440,Low,Medium,No,Yes,No,Education,2025-12-31
L07399,C0565,Goa City 565,Goa,Phase 38 Township,114641,8.949436,90.382063,West,23.33,Yes,8.87,Yes,23.53,1,2,1,2,5,105,58,41,91,91,83,68,7260,34,4.18,54.48,Good,Average,685,Low,Low,Yes,No,No,Residential,2025-12-31
L07400,C0565,Goa City 565,Goa,Layout 11 City,733457,11.106459,88.39513,North,26.48,No,13.85,No,44.61,3,9,1,7,13,133,46,258,93,84,76,70,33740,90,3.38,41.18,Poor,Good,942,High,Medium,Yes,Yes,Yes,Commercial,2025-12-31
L07401,C0565,Goa City 565,Goa,Phase 17 Enclave,968739,12.06343,93.684513,North,3.18,Yes,6.33,No,38.53,17,10,2,9,10,82,85,343,33,82,69,78,35840,150,5.31,11.55,Poor,Excellent,603,Medium,High,Yes,No,Yes,Commercial,2025-12-31
L07402,C0565,Goa City 565,Goa,Extension 97 Township,999674,34.563344,73.856547,South,3.12,Yes,6.39,Yes,16.03,2,2,19,8,12,32,29,32,95,57,67,62,26372,132,2.29,19.86,Good,Excellent,89,High,Low,Yes,No,No,Residential,2025-12-31
L07403,C0566,Jammu City 566,Jammu and Kashmir,Extension 106 County,466658,26.845853,96.881947,West,22.32,Yes,5.5,Yes,21.84,19,26,10,10,5,17,79,333,64,62,86,91,31821,65,2.14,11.9,Excellent,Average,486,Low,Medium,Yes,Yes,No,Luxury,2025-12-31
L07404,C0566,Jammu City 566,Jammu and Kashmir,Layout 127 Township,893133,33.320723,81.47647,East,33.84,Yes,4.55,Yes,6.49,17,11,4,3,12,23,54,194,27,93,92,77,24889,88,3.5,19.56,Good,Excellent,821,Low,Low,No,No,No,Luxury,2025-12-31
L07405,C0566,Jammu City 566,Jammu and Kashmir,Block 85 Gardens,281129,18.490384,83.32057,Central,14.48,No,5.58,Yes,29.55,22,29,13,10,7,131,46,121,37,91,97,55,36480,133,5.12,21.31,Poor,Excellent,412,Medium,High,Yes,Yes,No,Tourism,2025-12-31
L07406,C0566,Jammu City 566,Jammu and Kashmir,Phase 85 Greens,253676,24.454775,93.597894,West,8.08,No,7.62,No,25.52,8,17,1,6,15,64,71,279,85,91,70,85,18232,109,7.27,66.78,Excellent,Good,661,High,High,No,Yes,No,Education,2025-12-31
L07407,C0566,Jammu City 566,Jammu and Kashmir,Colony 48 Gardens,596137,31.058993,70.495348,Central,24.17,No,2.52,No,20.51,9,26,4,12,13,84,89,272,22,56,85,90,27892,27,6.5,67.74,Average,Good,671,High,Medium,Yes,Yes,Yes,Education,2025-12-31
L07408,C0566,Jammu City 566,Jammu and Kashmir,Park 53 County,211813,11.217579,91.439046,Central,23.31,Yes,12.99,Yes,18.6,21,7,2,3,11,75,51,71,48,67,59,89,7077,61,2.5,30.17,Average,Excellent,130,Medium,Medium,Yes,Yes,Yes,Residential,2025-12-31
L07409,C0566,Jammu City 566,Jammu and Kashmir,Phase 39 County,587272,25.441247,85.99172,East,10.59,Yes,13.56,Yes,9.66,11,27,15,0,10,13,75,326,41,51,78,72,44596,101,5.05,22.47,Average,Average,117,High,Medium,Yes,No,No,Luxury,2025-12-31
L07410,C0566,Jammu City 566,Jammu and Kashmir,Nagar 139 County,842267,34.721248,82.132099,South,14.11,Yes,9.16,Yes,29.98,19,2,9,0,18,43,9,336,79,58,66,52,20119,41,6.95,41.74,Average,Average,50,Low,High,No,No,Yes,Residential,2025-12-31
L07411,C0566,Jammu City 566,Jammu and Kashmir,Enclave 22 City,598343,34.958512,95.91636,Central,24.99,No,7.99,No,11.2,24,4,18,11,4,114,63,93,34,67,91,66,11358,148,7.06,68.73,Poor,Excellent,240,Medium,Low,Yes,Yes,No,Tourism,2025-12-31
L07412,C0566,Jammu City 566,Jammu and Kashmir,Phase 112 Township,438543,15.762132,87.546793,West,8.41,Yes,5.25,Yes,9.48,7,16,9,7,12,145,41,183,90,92,74,89,38429,12,7.62,62.08,Good,Excellent,703,High,Low,Yes,No,Yes,Education,2025-12-31
L07413,C0566,Jammu City 566,Jammu and Kashmir,Phase 135 Enclave,143179,31.565179,88.63088,South,24.75,No,4.95,No,22.37,19,15,19,5,17,71,69,264,65,77,67,55,31445,98,3.55,12.87,Average,Good,329,Medium,High,Yes,Yes,Yes,Education,2025-12-31
L07414,C0566,Jammu City 566,Jammu and Kashmir,Garden 84 Gardens,986945,34.170445,81.354204,West,11.96,No,9.26,Yes,41.06,14,29,6,6,2,86,60,160,77,93,53,61,33753,77,2.39,37.65,Average,Average,462,High,Medium,Yes,Yes,Yes,Education,2025-12-31
L07415,C0566,Jammu City 566,Jammu and Kashmir,Colony 123 County,270023,35.181104,81.180521,Central,6.92,Yes,9.27,No,6.23,25,16,13,6,8,31,17,37,72,79,64,90,41539,36,2.18,31.15,Good,Average,515,High,High,No,No,No,Luxury,2025-12-31
L07416,C0567,Sikkim City 567,Sikkim,Colony 99 County,342099,33.092563,68.94325,Central,16.83,No,9.15,No,33.07,19,26,4,11,8,65,83,329,44,99,81,71,38647,17,3.27,29.57,Good,Good,896,Low,Medium,No,No,Yes,Education,2025-12-31
L07417,C0567,Sikkim City 567,Sikkim,Enclave 19 Vista,214886,22.240924,86.242602,East,28.54,No,3.57,No,10.34,13,17,8,8,3,21,31,211,34,64,56,64,27078,93,6.66,6.76,Excellent,Average,32,High,High,Yes,No,No,Education,2025-12-31
L07418,C0567,Sikkim City 567,Sikkim,Layout 64 Residency,162312,14.339299,91.062238,North,13.41,Yes,11.14,Yes,22.91,20,22,18,10,3,90,66,38,39,83,57,67,16593,25,7.59,68.11,Good,Good,583,Low,High,No,Yes,No,Commercial,2025-12-31
L07419,C0567,Sikkim City 567,Sikkim,Sector 133 City,250668,10.31468,85.66624,Central,14.32,No,10.41,No,10.78,16,26,1,11,7,121,22,177,89,96,96,53,25719,130,2.71,48.35,Excellent,Average,104,High,Low,Yes,No,Yes,Luxury,2025-12-31
L07420,C0567,Sikkim City 567,Sikkim,Colony 52 Paradise,777319,23.49729,94.032347,North,19.88,No,2.41,Yes,43.57,10,23,12,10,18,93,80,107,34,68,98,90,18572,131,4.05,17.32,Good,Average,697,Low,High,No,No,Yes,Residential,2025-12-31
L07421,C0567,Sikkim City 567,Sikkim,Enclave 29 Township,214817,36.296392,73.909331,North,31.11,Yes,0.17,No,13.28,13,16,15,4,8,35,71,276,82,79,86,75,28210,39,5.65,16.14,Good,Excellent,862,Medium,Low,Yes,Yes,No,IT,2025-12-31
L07422,C0567,Sikkim City 567,Sikkim,Sector 20 Residency,904522,19.894539,70.820879,Central,2.83,Yes,9.13,No,11.13,13,31,15,2,16,76,85,324,58,89,58,75,37463,100,6.73,11.74,Average,Excellent,685,Low,High,No,No,No,IT,2025-12-31
L07423,C0567,Sikkim City 567,Sikkim,Colony 26 Gardens,627096,16.03897,85.567635,West,27.32,Yes,0.58,No,33.68,21,22,15,4,4,85,48,269,33,68,56,84,8378,54,7.75,68.61,Excellent,Average,487,Low,High,Yes,No,No,Education,2025-12-31
L07424,C0567,Sikkim City 567,Sikkim,Nagar 57 Paradise,929933,29.093015,94.759633,West,7.84,No,11.1,Yes,23.43,11,26,12,0,11,12,72,347,59,71,73,55,22793,136,3.01,42.15,Excellent,Good,967,High,Medium,No,No,No,Commercial,2025-12-31
L07425,C0568,Uttar City 568,Uttar Pradesh,Enclave 44 Township,899381,14.234484,81.573647,East,13.94,Yes,14.42,Yes,35.1,22,15,17,7,13,17,38,335,56,88,97,91,36511,80,6.15,48.12,Average,Excellent,755,High,Low,No,No,Yes,Luxury,2025-12-31
L07426,C0568,Uttar City 568,Uttar Pradesh,Nagar 100 Gardens,603053,32.40474,72.621444,South,19.01,No,6.63,No,3.65,6,11,19,8,3,63,80,304,50,73,65,85,35287,28,5.87,14.45,Excellent,Excellent,138,Low,Low,No,No,Yes,Education,2025-12-31
L07427,C0568,Uttar City 568,Uttar Pradesh,Park 52 Gardens,679146,16.522646,82.98817,West,30.81,No,6.85,Yes,26.3,2,27,8,12,17,47,22,152,26,83,81,63,27865,119,6.23,24.28,Excellent,Excellent,315,Low,Low,No,Yes,Yes,Luxury,2025-12-31
L07428,C0568,Uttar City 568,Uttar Pradesh,Block 70 Greens,167073,17.197311,76.534426,East,26.52,No,9.97,Yes,43.32,16,24,12,12,9,119,29,99,66,95,74,82,32513,135,4.45,50.06,Average,Excellent,45,High,High,No,Yes,Yes,Commercial,2025-12-31
L07429,C0568,Uttar City 568,Uttar Pradesh,Block 38 Heights,183891,35.52747,89.711878,Central,34.15,No,5.69,No,38.65,6,11,7,11,6,108,14,341,53,73,79,51,36245,90,7.62,18.5,Poor,Good,572,Medium,Low,No,No,No,Luxury,2025-12-31
L07430,C0568,Uttar City 568,Uttar Pradesh,Layout 119 Paradise,466311,25.701011,74.803032,North,17.95,Yes,6.99,No,33.32,5,38,2,1,13,68,57,74,91,50,99,59,38370,16,6.56,61.96,Poor,Good,318,Medium,Low,No,Yes,Yes,Tourism,2025-12-31
L07431,C0568,Uttar City 568,Uttar Pradesh,Enclave 31 Heights,883343,30.027227,89.323281,Central,15.76,Yes,13.28,Yes,6.67,19,14,6,6,10,43,67,65,75,52,78,51,39485,103,7.32,61.56,Good,Average,720,Low,High,Yes,Yes,No,Commercial,2025-12-31
L07432,C0568,Uttar City 568,Uttar Pradesh,Layout 86 Greens,563743,32.221492,70.787227,West,30.45,No,7.77,Yes,37.85,20,10,18,3,4,149,73,175,78,94,85,81,20708,100,2.24,27.94,Good,Average,978,Medium,Low,Yes,Yes,Yes,IT,2025-12-31
L07433,C0569,Chandigarh City 569,Chandigarh,Colony 71 Paradise,722301,33.339388,93.142094,West,4.39,No,7.94,Yes,5.65,20,15,16,4,4,87,79,113,61,52,66,53,7651,100,6.49,23.45,Excellent,Average,394,Medium,Low,Yes,No,No,Education,2025-12-31
