Metro_ID,Station_Name,Metro_Line,State_Name,City_Name,Locality_Name,Latitude,Longitude,Platform_Count,Interchange,Parking,Lift,Escalator,Disabled_Access,Daily_Footfall,Opening_Year,Operator,Nearby_Bus_Stop,Nearby_Railway_Station_km,Nearby_Airport_km,Nearby_Mall_km,Nearby_Hospital_km,Nearby_School_km,Nearby_IT_Park_km,Property_Price_Impact,Smart_City_Area,Zone
MET000247,City 47,Purple Line,Telangana,Hyderabad,Sector 22,17.156044,80.404924,5,No,Yes,Yes,Yes,Yes,11343,2020,HMRL,Yes,7.37,5.69,5.05,4.68,4.64,13.99,High,Yes,Central
MET000248,Park 97,Yellow Line,Telangana,Hyderabad,Sector 71,20.498243,87.790757,3,No,No,Yes,Yes,No,130065,2005,HMRL,Yes,9.04,38.05,5.89,4.4,3.47,4.15,Low,No,North
MET000249,Central 68,Purple Line,Maharashtra,Mumbai,Sector 59,9.287602,73.332414,3,No,No,Yes,Yes,Yes,231126,2019,MMRC,Yes,2.27,14.35,4.06,1.52,4.26,11.85,High,No,South
MET000250,Central 89,Green Line,Maharashtra,Mumbai,Sector 55,8.986026,72.62618,2,No,No,Yes,Yes,Yes,188342,2002,MMRC,Yes,9.51,26.69,0.72,2.28,4.84,7.62,High,No,East
MET000251,Park 74,Green Line,Maharashtra,Mumbai,Sector 16,21.835892,82.274379,2,Yes,No,Yes,Yes,No,101759,2015,MMRC,Yes,1.02,32.98,7.36,1.78,2.9,13.68,Low,No,East
MET000252,Market 80,Purple Line,Telangana,Hyderabad,Sector 32,28.496172,80.164816,3,Yes,No,Yes,Yes,Yes,52941,2011,HMRL,Yes,9.55,17.3,5.0,0.53,0.81,3.06,Medium,No,East
MET000253,Sector 13,Yellow Line,Karnataka,Bengaluru,Sector 62,27.699386,76.2702,6,Yes,No,Yes,Yes,Yes,61828,2012,BMRCL,Yes,1.59,33.67,4.9,1.54,1.25,19.41,Medium,Yes,West
MET000254,Central 42,Purple Line,Tamil Nadu,Chennai,Sector 31,16.07456,85.463251,6,Yes,Yes,Yes,Yes,No,190516,2020,CMRL,Yes,9.8,8.27,2.07,3.92,3.81,3.26,Medium,No,Central
MET000255,Park 59,Green Line,Maharashtra,Mumbai,Sector 38,13.885217,81.223744,4,Yes,Yes,Yes,Yes,Yes,10147,2006,MMRC,Yes,2.39,18.12,6.29,1.91,3.17,16.1,Medium,No,East
MET000256,Central 22,Yellow Line,Karnataka,Bengaluru,Sector 24,23.747316,83.014674,5,Yes,No,Yes,Yes,No,213471,2011,BMRCL,Yes,3.91,10.98,2.87,2.25,0.8,15.44,Medium,No,West
MET000257,Lake 36,Red Line,Delhi,New Delhi,Sector 62,19.797637,83.769972,6,Yes,Yes,Yes,Yes,No,50577,2024,DMRC,Yes,8.19,8.71,7.18,0.84,2.79,11.29,Low,No,North
MET000258,Market 84,Yellow Line,Tamil Nadu,Chennai,Sector 19,14.8513,73.344951,3,Yes,No,Yes,Yes,Yes,165817,2012,CMRL,Yes,2.93,36.89,3.42,1.87,2.07,19.84,Low,No,South
MET000259,City 82,Green Line,Karnataka,Bengaluru,Sector 53,26.420341,73.373413,6,Yes,No,Yes,Yes,Yes,99994,2020,BMRCL,Yes,2.82,7.89,5.46,0.6,2.84,6.85,Medium,No,South
MET000260,Park 15,Purple Line,Delhi,New Delhi,Sector 68,19.18572,78.583777,3,No,Yes,Yes,Yes,No,73179,2004,DMRC,Yes,6.56,19.69,4.3,2.43,4.07,4.08,High,Yes,East
MET000261,Market 26,Red Line,Tamil Nadu,Chennai,Sector 49,21.215789,74.531736,3,Yes,No,Yes,Yes,Yes,73637,2017,CMRL,Yes,9.19,18.14,7.35,4.05,1.61,2.79,High,No,South
MET000262,Sector 92,Pink Line,Telangana,Hyderabad,Sector 71,18.057033,81.700766,2,No,Yes,Yes,Yes,Yes,223696,2016,HMRL,Yes,8.85,17.15,2.34,3.03,1.78,3.53,Low,Yes,East
MET000263,Sector 35,Green Line,Tamil Nadu,Chennai,Sector 49,23.935315,72.33398,3,No,No,Yes,Yes,No,141913,2017,CMRL,Yes,9.82,12.67,6.11,2.84,2.42,15.95,High,No,East
MET000264,City 52,Yellow Line,Tamil Nadu,Chennai,Sector 79,23.801693,86.870814,6,No,Yes,Yes,Yes,No,49804,2006,CMRL,Yes,1.86,14.75,3.32,2.25,0.38,9.02,Medium,No,South
MET000265,Central 98,Orange Line,Telangana,Hyderabad,Sector 74,29.027295,87.013026,4,Yes,No,Yes,Yes,No,113326,2004,HMRL,Yes,5.81,10.96,2.81,1.4,4.1,9.49,High,No,West
MET000266,Sector 40,Green Line,Karnataka,Bengaluru,Sector 66,28.059955,78.32913,4,No,Yes,Yes,Yes,Yes,135903,2015,BMRCL,Yes,4.12,30.92,5.44,1.65,2.22,4.8,Low,No,North
MET000267,Sector 62,Blue Line,Karnataka,Bengaluru,Sector 76,16.961575,76.197131,6,No,No,Yes,Yes,No,68464,2017,BMRCL,Yes,1.65,37.33,6.59,2.98,2.72,14.61,High,Yes,East
MET000268,Market 75,Orange Line,Karnataka,Bengaluru,Sector 69,8.950863,86.309588,6,Yes,No,Yes,Yes,Yes,136192,2025,BMRCL,Yes,9.12,8.0,3.52,2.02,4.61,17.97,High,No,North
MET000269,City 83,Pink Line,Tamil Nadu,Chennai,Sector 36,25.787769,77.398535,5,Yes,Yes,Yes,Yes,No,100685,2003,CMRL,Yes,3.28,5.69,0.46,0.24,2.8,16.06,Low,No,West
MET000270,City 28,Blue Line,Delhi,New Delhi,Sector 28,25.873975,76.149653,3,No,No,Yes,Yes,Yes,101962,2024,DMRC,Yes,8.09,29.74,1.22,0.63,3.5,3.77,Medium,No,South
MET000271,Central 76,Purple Line,Telangana,Hyderabad,Sector 64,9.516251,78.740888,2,No,Yes,Yes,Yes,No,223373,2005,HMRL,Yes,0.69,24.51,5.56,2.59,2.74,14.31,Low,Yes,North
MET000272,City 19,Blue Line,Delhi,New Delhi,Sector 76,23.574382,82.622162,4,No,Yes,Yes,Yes,Yes,155961,2006,DMRC,Yes,4.07,26.2,3.46,1.26,1.37,1.14,Low,Yes,South
MET000273,City 44,Pink Line,Karnataka,Bengaluru,Sector 64,27.539803,80.323948,4,No,No,Yes,Yes,No,241861,2025,BMRCL,Yes,7.78,26.67,6.64,2.02,2.17,9.92,Medium,No,East
MET000274,Park 60,Red Line,Tamil Nadu,Chennai,Sector 72,28.956735,76.830308,3,Yes,Yes,Yes,Yes,Yes,6904,2016,CMRL,Yes,0.94,27.45,2.15,2.5,2.34,10.69,High,Yes,Central
MET000275,Market 6,Green Line,Karnataka,Bengaluru,Sector 39,9.004564,72.117458,2,Yes,No,Yes,Yes,Yes,129098,2016,BMRCL,Yes,3.27,31.18,2.62,4.84,1.23,2.81,Medium,Yes,East
MET000276,City 93,Pink Line,Karnataka,Bengaluru,Sector 64,17.123285,74.108651,6,Yes,No,Yes,Yes,Yes,29068,2017,BMRCL,Yes,9.38,24.6,7.8,0.18,3.6,4.07,Medium,No,North
MET000277,Sector 17,Blue Line,Delhi,New Delhi,Sector 27,21.757771,84.978182,6,No,Yes,Yes,Yes,No,131480,2014,DMRC,Yes,4.64,35.89,3.5,0.18,4.4,2.37,Low,No,West
MET000278,City 73,Green Line,Tamil Nadu,Chennai,Sector 16,26.063254,74.81944,2,No,No,Yes,Yes,No,170072,2023,CMRL,Yes,9.61,13.13,5.44,2.29,4.47,5.4,High,No,West
MET000279,City 95,Purple Line,Maharashtra,Mumbai,Sector 18,29.554175,78.118313,2,No,Yes,Yes,Yes,No,238700,2013,MMRC,Yes,6.67,14.66,5.2,0.57,2.98,13.24,Low,No,North
MET000280,City 86,Blue Line,Karnataka,Bengaluru,Sector 77,28.26651,86.992083,2,Yes,No,Yes,Yes,Yes,143486,2011,BMRCL,Yes,9.23,19.43,5.35,1.86,0.97,1.87,High,No,Central
MET000281,Park 95,Red Line,Telangana,Hyderabad,Sector 59,12.868671,74.299021,4,No,No,Yes,Yes,Yes,188282,2022,HMRL,Yes,3.81,22.51,3.7,0.34,1.27,9.7,High,Yes,East
MET000282,Market 53,Blue Line,Delhi,New Delhi,Sector 29,22.895723,86.371379,3,Yes,No,Yes,Yes,No,151408,2018,DMRC,Yes,7.04,32.86,5.38,2.4,0.25,3.48,Medium,No,West
MET000283,City 10,Blue Line,Tamil Nadu,Chennai,Sector 23,22.210893,80.338846,3,Yes,No,Yes,Yes,Yes,9242,2004,CMRL,Yes,9.82,25.0,5.3,3.07,4.98,18.29,High,Yes,Central
MET000284,City 18,Purple Line,Tamil Nadu,Chennai,Sector 12,21.826307,76.151799,6,Yes,Yes,Yes,Yes,No,11408,2016,CMRL,Yes,3.65,19.01,0.81,2.48,1.66,14.7,Medium,No,East
MET000285,Park 33,Purple Line,Telangana,Hyderabad,Sector 54,23.566018,83.86398,4,Yes,Yes,Yes,Yes,No,117317,2020,HMRL,Yes,3.23,37.29,2.95,1.86,4.03,5.34,Low,Yes,West
MET000286,Central 5,Green Line,Karnataka,Bengaluru,Sector 63,23.563977,72.423136,5,Yes,Yes,Yes,Yes,Yes,75116,2012,BMRCL,Yes,8.4,23.66,4.68,2.28,1.92,7.5,High,Yes,West
MET000287,Central 12,Blue Line,Tamil Nadu,Chennai,Sector 63,10.223582,77.748994,3,Yes,No,Yes,Yes,Yes,176596,2005,CMRL,Yes,3.21,12.92,4.84,4.84,1.0,6.83,Low,Yes,West
MET000288,Central 55,Green Line,Karnataka,Bengaluru,Sector 24,11.223469,75.002119,5,No,No,Yes,Yes,No,110414,2005,BMRCL,Yes,2.15,6.21,7.19,1.22,0.27,9.98,Medium,No,West
MET000289,Lake 68,Orange Line,Delhi,New Delhi,Sector 38,28.971902,84.392512,4,No,Yes,Yes,Yes,No,212969,2024,DMRC,Yes,7.92,14.4,6.31,2.95,4.18,16.86,High,No,North
MET000290,City 63,Yellow Line,Karnataka,Bengaluru,Sector 6,24.774945,76.238373,6,Yes,No,Yes,Yes,No,108080,2024,BMRCL,Yes,0.48,8.75,0.42,4.66,3.1,16.27,High,Yes,South
MET000291,Market 86,Green Line,Karnataka,Bengaluru,Sector 18,23.752385,83.493576,4,No,No,Yes,Yes,Yes,33983,2021,BMRCL,Yes,5.89,12.72,1.91,2.74,2.96,6.33,Low,Yes,North
MET000292,Market 99,Yellow Line,Telangana,Hyderabad,Sector 57,11.233494,77.496035,6,Yes,Yes,Yes,Yes,No,200170,2003,HMRL,Yes,9.25,12.78,3.78,3.61,1.02,5.0,High,No,East
MET000293,Lake 70,Blue Line,Tamil Nadu,Chennai,Sector 3,27.555908,81.931518,2,Yes,Yes,Yes,Yes,Yes,92869,2022,CMRL,Yes,9.24,12.47,4.5,1.91,4.55,13.76,Low,Yes,North
MET000294,Market 47,Green Line,Maharashtra,Mumbai,Sector 27,12.484369,87.327083,6,No,Yes,Yes,Yes,Yes,90550,2023,MMRC,Yes,1.37,16.61,0.53,1.39,2.9,17.57,Low,No,East
MET000295,Lake 25,Purple Line,Karnataka,Bengaluru,Sector 26,21.659231,76.112799,4,No,Yes,Yes,Yes,Yes,74956,2021,BMRCL,Yes,4.94,35.16,5.2,3.97,3.91,0.57,High,No,Central
MET000296,Park 24,Pink Line,Karnataka,Bengaluru,Sector 70,15.84751,76.215465,2,No,No,Yes,Yes,Yes,98747,2022,BMRCL,Yes,5.93,28.69,0.31,2.34,2.17,9.2,High,No,West
MET000297,Central 17,Purple Line,Delhi,New Delhi,Sector 18,27.350427,87.173723,6,Yes,Yes,Yes,Yes,Yes,229324,2013,DMRC,Yes,8.78,15.33,1.99,2.7,3.24,6.03,Medium,No,East
MET000298,Sector 22,Blue Line,Maharashtra,Mumbai,Sector 52,26.894092,75.84189,3,Yes,Yes,Yes,Yes,Yes,91651,2003,MMRC,Yes,4.71,7.95,1.47,1.82,1.15,1.74,Medium,Yes,North
MET000299,Sector 5,Yellow Line,Tamil Nadu,Chennai,Sector 71,12.15887,85.281724,2,Yes,No,Yes,Yes,Yes,132822,2018,CMRL,Yes,6.22,10.09,1.2,0.64,0.56,6.83,Low,No,South
MET000300,Central 38,Purple Line,Telangana,Hyderabad,Sector 40,29.361669,87.633763,6,No,No,Yes,Yes,Yes,248232,2010,HMRL,Yes,0.36,12.91,2.18,2.8,1.29,1.94,Medium,Yes,South
MET000301,Park 61,Pink Line,Karnataka,Bengaluru,Sector 23,27.690835,80.933549,4,No,No,Yes,Yes,No,68153,2025,BMRCL,Yes,6.74,34.6,4.7,2.92,4.65,10.15,Medium,Yes,West
MET000302,Lake 51,Blue Line,Delhi,New Delhi,Sector 66,13.321544,82.882706,3,No,No,Yes,Yes,Yes,67883,2023,DMRC,Yes,3.12,9.83,1.07,4.17,4.14,9.34,High,Yes,West
MET000303,Market 19,Yellow Line,Tamil Nadu,Chennai,Sector 4,12.95153,84.162852,6,No,Yes,Yes,Yes,Yes,233030,2012,CMRL,Yes,5.23,11.25,7.92,0.34,3.61,5.38,Low,No,South
MET000304,Lake 46,Yellow Line,Telangana,Hyderabad,Sector 25,28.608765,72.369088,4,Yes,Yes,Yes,Yes,No,219476,2007,HMRL,Yes,8.25,17.24,5.77,2.87,4.75,11.36,Medium,Yes,North
MET000305,Lake 54,Pink Line,Delhi,New Delhi,Sector 8,12.747972,72.160518,5,Yes,No,Yes,Yes,No,156303,2011,DMRC,Yes,3.3,28.4,7.68,0.23,3.49,0.78,High,No,Central
MET000306,Park 44,Blue Line,Maharashtra,Mumbai,Sector 43,21.737816,73.762577,2,No,No,Yes,Yes,No,18786,2020,MMRC,Yes,4.84,19.98,0.63,1.32,0.41,17.63,High,Yes,South
MET000307,Central 9,Pink Line,Maharashtra,Mumbai,Sector 50,21.881733,73.519698,4,Yes,Yes,Yes,Yes,Yes,232600,2016,MMRC,Yes,1.56,28.14,5.62,3.09,3.96,6.02,High,No,East
MET000308,Park 34,Blue Line,Karnataka,Bengaluru,Sector 22,28.572008,86.442729,6,No,Yes,Yes,Yes,No,132900,2021,BMRCL,Yes,4.69,32.96,1.84,1.76,0.81,1.34,High,Yes,West
MET000309,City 25,Red Line,Maharashtra,Mumbai,Sector 18,14.2022,87.374397,4,No,Yes,Yes,Yes,Yes,36240,2010,MMRC,Yes,1.3,12.51,6.56,0.78,4.04,14.73,Medium,Yes,North
MET000310,Market 14,Blue Line,Tamil Nadu,Chennai,Sector 41,24.662097,73.348745,4,No,No,Yes,Yes,No,77340,2012,CMRL,Yes,3.58,9.5,5.6,2.82,3.97,14.56,Medium,Yes,North
MET000311,Sector 81,Green Line,Telangana,Hyderabad,Sector 41,26.218164,76.948166,4,Yes,No,Yes,Yes,Yes,92971,2007,HMRL,Yes,3.07,27.01,2.34,0.28,3.02,10.47,Medium,Yes,West
MET000312,Sector 36,Yellow Line,Delhi,New Delhi,Sector 60,19.351451,72.749456,4,Yes,Yes,Yes,Yes,Yes,76179,2025,DMRC,Yes,8.93,19.46,3.97,3.98,4.22,17.97,High,No,East
MET000313,City 41,Blue Line,Telangana,Hyderabad,Sector 77,14.721736,72.808281,4,No,No,Yes,Yes,Yes,40805,2012,HMRL,Yes,7.69,35.49,7.87,1.08,4.27,9.86,High,Yes,North
MET000314,Lake 3,Purple Line,Maharashtra,Mumbai,Sector 11,21.159806,76.368574,5,Yes,No,Yes,Yes,Yes,5886,2009,MMRC,Yes,2.87,38.67,1.49,3.63,0.48,5.45,Medium,No,North
MET000315,Central 58,Pink Line,Karnataka,Bengaluru,Sector 14,11.036503,84.992791,3,Yes,Yes,Yes,Yes,No,121425,2007,BMRCL,Yes,1.09,22.63,3.78,4.17,4.35,4.07,High,Yes,South
MET000316,Sector 71,Orange Line,Delhi,New Delhi,Sector 55,11.646147,75.02189,5,No,No,Yes,Yes,Yes,80630,2003,DMRC,Yes,7.63,27.64,0.91,1.68,0.99,3.76,Low,Yes,South
MET000317,Market 17,Orange Line,Telangana,Hyderabad,Sector 77,22.544538,87.413619,5,Yes,Yes,Yes,Yes,Yes,74593,2013,HMRL,Yes,7.34,25.42,0.36,4.62,3.97,16.5,Medium,No,North
MET000318,Central 42,Yellow Line,Delhi,New Delhi,Sector 37,10.853552,77.074647,5,No,No,Yes,Yes,No,167431,2021,DMRC,Yes,1.0,31.47,2.97,1.04,4.28,9.28,High,No,Central
MET000319,Market 73,Blue Line,Tamil Nadu,Chennai,Sector 35,9.547347,82.717463,3,Yes,Yes,Yes,Yes,Yes,103300,2006,CMRL,Yes,8.7,30.38,5.51,2.8,4.81,16.08,Low,Yes,West
MET000320,Park 64,Yellow Line,Maharashtra,Mumbai,Sector 71,11.138989,85.11415,3,Yes,No,Yes,Yes,Yes,201555,2016,MMRC,Yes,7.21,7.8,7.28,2.65,4.29,18.89,Medium,Yes,North
MET000321,City 76,Red Line,Telangana,Hyderabad,Sector 6,25.008222,79.346526,3,No,Yes,Yes,Yes,Yes,182777,2025,HMRL,Yes,0.72,38.99,7.86,2.39,4.72,5.5,Low,Yes,North
MET000322,Lake 3,Blue Line,Karnataka,Bengaluru,Sector 27,29.107471,82.0475,4,Yes,No,Yes,Yes,No,119442,2008,BMRCL,Yes,2.29,25.54,4.17,1.44,3.68,3.9,High,Yes,West
MET000323,Park 9,Pink Line,Tamil Nadu,Chennai,Sector 65,28.508679,84.679234,3,Yes,No,Yes,Yes,Yes,62231,2002,CMRL,Yes,1.01,31.46,5.93,0.31,4.08,19.79,High,Yes,South
MET000324,Park 3,Purple Line,Telangana,Hyderabad,Sector 56,12.524703,84.618113,6,No,Yes,Yes,Yes,No,159439,2018,HMRL,Yes,9.74,14.74,6.52,4.86,0.93,7.87,Low,Yes,North
MET000325,City 55,Red Line,Karnataka,Bengaluru,Sector 51,27.38422,84.132308,5,No,Yes,Yes,Yes,Yes,50850,2003,BMRCL,Yes,3.34,14.58,0.83,2.91,3.7,19.66,Medium,No,South
MET000326,Market 36,Yellow Line,Telangana,Hyderabad,Sector 27,17.621038,73.811952,4,Yes,Yes,Yes,Yes,Yes,228769,2017,HMRL,Yes,7.1,20.76,5.02,3.31,3.97,4.02,Medium,Yes,South
MET000327,Park 39,Orange Line,Tamil Nadu,Chennai,Sector 46,21.320492,76.171557,4,No,Yes,Yes,Yes,No,186036,2011,CMRL,Yes,1.04,37.37,0.21,3.32,2.21,5.85,High,Yes,North
MET000328,Lake 49,Blue Line,Tamil Nadu,Chennai,Sector 22,17.330864,82.685795,4,No,No,Yes,Yes,Yes,198249,2017,CMRL,Yes,8.34,29.85,6.37,1.35,4.73,12.39,Low,Yes,Central
MET000329,Lake 49,Red Line,Delhi,New Delhi,Sector 12,28.707101,73.911866,3,Yes,No,Yes,Yes,Yes,157956,2004,DMRC,Yes,8.1,9.59,1.13,4.16,0.21,3.99,High,Yes,East
MET000330,Sector 18,Pink Line,Maharashtra,Mumbai,Sector 73,18.900172,73.889753,3,Yes,No,Yes,Yes,No,8550,2024,MMRC,Yes,7.65,21.14,1.32,0.57,3.69,19.5,Low,Yes,East
MET000331,Lake 57,Purple Line,Delhi,New Delhi,Sector 14,11.629084,86.373716,3,Yes,Yes,Yes,Yes,No,62034,2002,DMRC,Yes,2.83,35.27,5.57,3.35,3.49,12.59,Medium,Yes,West
MET000332,Lake 52,Pink Line,Karnataka,Bengaluru,Sector 51,14.827729,76.845886,6,Yes,Yes,Yes,Yes,No,183165,2009,BMRCL,Yes,4.59,16.31,7.52,3.5,1.37,12.26,Medium,No,Central
MET000333,Lake 10,Yellow Line,Delhi,New Delhi,Sector 18,26.890066,72.185417,4,Yes,No,Yes,Yes,Yes,241480,2008,DMRC,Yes,9.99,6.04,4.23,0.74,2.25,11.61,High,No,Central
MET000334,Central 18,Red Line,Karnataka,Bengaluru,Sector 49,14.482253,79.792249,2,No,No,Yes,Yes,No,32039,2015,BMRCL,Yes,5.05,7.12,3.0,2.75,3.93,7.59,Medium,Yes,East
MET000335,Park 67,Orange Line,Telangana,Hyderabad,Sector 34,17.907557,84.835208,4,No,Yes,Yes,Yes,Yes,145666,2009,HMRL,Yes,9.07,10.31,0.66,3.97,4.94,0.98,Medium,No,North
MET000336,City 83,Blue Line,Delhi,New Delhi,Sector 33,24.531882,81.57837,3,Yes,No,Yes,Yes,No,20144,2010,DMRC,Yes,4.02,31.44,1.83,3.92,2.29,16.79,High,No,Central
MET000337,Park 52,Blue Line,Telangana,Hyderabad,Sector 50,22.487669,85.793863,5,No,No,Yes,Yes,Yes,113301,2002,HMRL,Yes,9.61,17.36,4.27,2.9,4.64,16.64,High,Yes,North
MET000338,Market 42,Orange Line,Tamil Nadu,Chennai,Sector 5,23.299761,80.188044,2,No,No,Yes,Yes,Yes,192122,2025,CMRL,Yes,4.09,23.05,7.91,4.34,3.05,1.22,Medium,Yes,North
MET000339,Market 65,Orange Line,Tamil Nadu,Chennai,Sector 52,22.683792,77.531237,6,Yes,No,Yes,Yes,No,159402,2016,CMRL,Yes,4.17,30.63,2.36,0.49,2.11,16.04,Medium,No,South
MET000340,Market 27,Pink Line,Delhi,New Delhi,Sector 23,13.942541,74.349409,4,No,No,Yes,Yes,No,181190,2018,DMRC,Yes,7.84,26.9,7.34,3.91,3.35,18.9,Low,Yes,East
MET000341,Park 88,Orange Line,Karnataka,Bengaluru,Sector 78,19.956519,78.850127,2,No,Yes,Yes,Yes,Yes,222290,2015,BMRCL,Yes,2.61,23.03,5.47,3.03,1.99,13.32,Medium,No,East
MET000342,Market 62,Orange Line,Tamil Nadu,Chennai,Sector 74,26.10533,81.643749,2,Yes,No,Yes,Yes,Yes,238771,2006,CMRL,Yes,1.88,6.84,0.69,3.38,2.13,1.85,High,Yes,South
MET000343,Park 55,Green Line,Karnataka,Bengaluru,Sector 36,22.716224,85.979143,4,Yes,No,Yes,Yes,No,18470,2023,BMRCL,Yes,1.62,21.35,6.51,3.37,2.71,2.45,Medium,No,South
MET000344,Market 67,Red Line,Maharashtra,Mumbai,Sector 19,8.360295,78.518289,2,No,Yes,Yes,Yes,No,67574,2012,MMRC,Yes,6.23,35.69,0.61,1.64,2.05,12.08,High,Yes,North
MET000345,Market 91,Pink Line,Delhi,New Delhi,Sector 13,21.918824,80.011858,6,Yes,Yes,Yes,Yes,Yes,56043,2008,DMRC,Yes,1.12,27.89,0.4,3.18,0.25,2.64,Medium,Yes,North
MET000346,Lake 95,Red Line,Delhi,New Delhi,Sector 75,12.270292,86.18174,6,No,Yes,Yes,Yes,Yes,167767,2015,DMRC,Yes,3.1,18.21,4.96,1.81,2.72,6.03,Low,No,Central
MET000347,Central 50,Yellow Line,Delhi,New Delhi,Sector 43,19.835085,84.820666,2,No,Yes,Yes,Yes,No,51994,2014,DMRC,Yes,4.23,26.76,7.52,1.95,2.33,9.09,High,No,Central
MET000348,Park 24,Green Line,Tamil Nadu,Chennai,Sector 62,28.293705,81.863531,3,No,Yes,Yes,Yes,No,88950,2011,CMRL,Yes,0.71,38.67,5.19,2.75,4.29,13.93,Medium,No,West
MET000349,Central 73,Purple Line,Maharashtra,Mumbai,Sector 55,23.45365,72.154473,3,No,No,Yes,Yes,No,27260,2004,MMRC,Yes,9.15,5.22,7.55,1.31,3.87,9.74,High,Yes,North
MET000350,City 61,Purple Line,Maharashtra,Mumbai,Sector 61,17.63379,73.416482,3,Yes,Yes,Yes,Yes,No,221089,2015,MMRC,Yes,8.92,7.35,0.53,1.48,4.55,15.17,Low,No,East
MET000351,Market 42,Blue Line,Maharashtra,Mumbai,Sector 56,16.135459,72.348601,5,Yes,Yes,Yes,Yes,Yes,189457,2025,MMRC,Yes,7.44,18.47,4.32,3.11,4.46,2.08,Low,No,North
MET000352,Park 73,Green Line,Delhi,New Delhi,Sector 52,17.015281,86.948614,2,No,Yes,Yes,Yes,No,218059,2012,DMRC,Yes,4.08,35.88,6.14,0.56,0.43,17.65,Medium,Yes,North
MET000353,Market 50,Green Line,Tamil Nadu,Chennai,Sector 41,12.695801,85.981899,5,No,No,Yes,Yes,Yes,170566,2003,CMRL,Yes,3.56,30.78,3.48,2.83,2.58,19.38,Low,No,East
MET000354,Sector 75,Orange Line,Telangana,Hyderabad,Sector 24,27.518251,86.740059,3,No,No,Yes,Yes,Yes,141495,2010,HMRL,Yes,6.97,9.75,5.01,1.34,3.72,7.92,Medium,No,South
MET000355,Park 33,Yellow Line,Delhi,New Delhi,Sector 50,18.924612,87.548616,4,No,Yes,Yes,Yes,No,218797,2007,DMRC,Yes,9.03,29.1,7.81,1.23,0.46,10.26,Medium,No,Central
MET000356,Park 80,Green Line,Tamil Nadu,Chennai,Sector 36,23.478725,74.647806,3,Yes,Yes,Yes,Yes,No,37934,2006,CMRL,Yes,3.59,11.21,3.81,0.37,2.09,11.85,Low,No,North
MET000357,City 10,Green Line,Tamil Nadu,Chennai,Sector 49,27.112863,84.478472,6,Yes,Yes,Yes,Yes,No,200053,2023,CMRL,Yes,6.81,26.04,6.53,0.4,1.01,19.39,High,Yes,Central
MET000358,Lake 50,Green Line,Karnataka,Bengaluru,Sector 24,20.602173,75.576202,3,Yes,No,Yes,Yes,No,105843,2019,BMRCL,Yes,0.64,36.02,5.59,1.64,1.18,15.16,Medium,No,South
MET000359,Central 91,Green Line,Karnataka,Bengaluru,Sector 42,16.158469,79.324551,3,Yes,Yes,Yes,Yes,No,162125,2005,BMRCL,Yes,5.99,33.65,6.55,2.21,2.92,1.92,Low,No,North
MET000360,Lake 50,Pink Line,Delhi,New Delhi,Sector 16,13.327334,78.229996,2,Yes,No,Yes,Yes,No,129978,2009,DMRC,Yes,9.95,16.23,0.87,4.31,1.0,7.36,High,Yes,East
MET000361,City 13,Green Line,Karnataka,Bengaluru,Sector 53,23.257645,79.673712,4,No,No,Yes,Yes,Yes,241711,2004,BMRCL,Yes,5.94,32.09,0.94,4.66,0.31,8.04,High,Yes,North
MET000362,Lake 14,Green Line,Delhi,New Delhi,Sector 51,8.367068,79.297021,4,No,Yes,Yes,Yes,No,177985,2024,DMRC,Yes,9.7,25.0,0.26,3.2,2.19,17.45,Medium,No,Central
MET000363,City 22,Yellow Line,Tamil Nadu,Chennai,Sector 27,24.131671,75.757655,6,Yes,Yes,Yes,Yes,Yes,214465,2012,CMRL,Yes,7.19,15.75,0.32,4.75,3.61,11.36,High,Yes,Central
MET000364,Central 22,Blue Line,Tamil Nadu,Chennai,Sector 6,18.65561,74.231571,2,No,No,Yes,Yes,No,115201,2020,CMRL,Yes,9.1,30.99,1.33,3.5,3.52,14.42,Low,No,Central
MET000365,Lake 72,Green Line,Telangana,Hyderabad,Sector 66,26.714176,83.371242,2,Yes,No,Yes,Yes,No,173616,2005,HMRL,Yes,6.51,9.23,0.33,3.21,4.62,4.03,High,No,South
MET000366,Lake 58,Red Line,Delhi,New Delhi,Sector 11,14.205177,74.076625,4,Yes,No,Yes,Yes,No,86129,2022,DMRC,Yes,7.25,27.65,7.29,0.74,0.72,4.02,Low,No,North
MET000367,Central 3,Purple Line,Telangana,Hyderabad,Sector 18,9.606676,73.181535,2,Yes,Yes,Yes,Yes,Yes,101110,2002,HMRL,Yes,6.54,30.0,6.27,1.87,2.67,12.15,High,No,Central
MET000368,Central 11,Orange Line,Telangana,Hyderabad,Sector 70,15.535542,76.915502,2,No,Yes,Yes,Yes,No,236917,2016,HMRL,Yes,6.13,17.16,0.96,4.64,0.96,6.79,Low,No,West
MET000369,Market 27,Red Line,Maharashtra,Mumbai,Sector 62,11.983861,86.482572,2,Yes,No,Yes,Yes,Yes,195591,2011,MMRC,Yes,6.95,26.42,5.7,4.35,1.74,10.41,Low,Yes,West
MET000370,Market 53,Yellow Line,Tamil Nadu,Chennai,Sector 28,8.23409,73.467665,4,No,No,Yes,Yes,Yes,63891,2008,CMRL,Yes,8.83,11.84,4.63,4.47,4.51,0.54,Medium,Yes,West
