Hospital_ID,Hospital_Name,Hospital_Type,Chain_Name,Ownership,State_ID,State_Name,City_ID,City_Name,Locality_ID,Locality_Name,Address,Pincode,Latitude,Longitude,Beds,ICU_Beds,Doctors,Nurses,Emergency,Trauma_Center,ICU,NICU,Blood_Bank,Pharmacy,Diagnostic_Lab,MRI,CT_Scan,Ambulance,NABH_Accredited,Cardiology,Neurology,Orthopedics,Oncology,Pediatrics,Gynecology,Dialysis,Rating,Reviews,Consultation_Fee,Annual_Patients,Established_Year,Website,Email,Phone,Quality_Index
HSP017962,Apex Multispeciality Hospital,Super Speciality,Independent,Government,ST014,Maharashtra,C0820,Maharashtra City 820,L10720,Park 79 Township,"H.No. 668, Roy Zila",983021,32.296624,87.60186,579,87,177,247,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,3.4,3456,700,159979,1988,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,66.13
HSP006928,Artemis Hospitals,Private Hospital,Artemis Hospitals,Private,ST014,Maharashtra,C0820,Maharashtra City 820,L10722,Sector 41 Vista,"41/480, Nadkarni Chowk",148903,25.331494,75.057281,1548,192,297,642,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,4.1,24088,2000,261937,1996,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,73.34
HSP005644,City Cancer Centre,Medical College,Independent,Government,ST014,Maharashtra,C0820,Maharashtra City 820,L10719,Sector 125 Greens,"99/539
Bansal Chowk",326462,28.573288,92.35251,898,133,260,567,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,3.8,17168,1000,36408,2002,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,81.29
HSP001815,City Children Hospital,Children Hospital,Independent,Private,ST014,Maharashtra,C0820,Maharashtra City 820,L10723,Extension 40 Paradise,"H.No. 953
Thaman Circle",457296,24.189551,75.900789,415,59,111,235,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,4.7,14077,2000,267861,1965,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,90.46
HSP005163,Crystal Medical Centre,Super Speciality,Independent,Private,ST014,Maharashtra,C0820,Maharashtra City 820,L10717,Park 78 Heights,"H.No. 37, Luthra Street",519333,16.283374,92.119005,2487,199,706,867,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,3.8,10442,1500,213064,1963,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,69.9
HSP000608,Elite Children Hospital,Medical College,Independent,Government,ST014,Maharashtra,C0820,Maharashtra City 820,L10722,Sector 41 Vista,"H.No. 941
Kalita",148903,25.330699,75.052652,470,50,132,203,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,4.3,24218,1500,199232,2002,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,65.7
HSP018481,Elite Medical Institute,Government Hospital,Independent,Government,ST014,Maharashtra,C0820,Maharashtra City 820,L10721,Block 2 Township,"787
Parsa",403495,27.915118,95.757546,190,21,59,116,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,4.3,18666,500,167212,1966,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,82.38
HSP004335,Fortis Healthcare,Women's Hospital,Fortis Healthcare,Private,ST014,Maharashtra,C0820,Maharashtra City 820,L10720,Park 79 Township,"27/450
Ganesan Path",983021,32.300278,87.60547,559,86,101,247,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,4.1,20074,700,67012,1959,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,90.84
HSP023949,Global Cancer Centre,Medical College,Independent,Private,ST014,Maharashtra,C0820,Maharashtra City 820,L10719,Sector 125 Greens,"66/219, Chakrabarti Marg",326462,28.577815,92.34941,28,5,10,20,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,3.3,11085,500,316960,2013,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,80.62
HSP003607,Global Medical Institute,Children Hospital,Independent,Private,ST014,Maharashtra,C0820,Maharashtra City 820,L10721,Block 2 Township,"H.No. 703
Ratta Road",403495,27.917628,95.76453,2046,273,594,1360,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,4.4,16521,1200,676099,1995,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,68.94
HSP021207,Lotus Heart Institute,Private Hospital,Independent,Private,ST014,Maharashtra,C0820,Maharashtra City 820,L10717,Park 78 Heights,"H.No. 939
Nanda Nagar",519333,16.27844,92.117631,143,17,33,50,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,3.6,15902,1500,242015,2006,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,95.9
HSP008870,Max Healthcare,Private Hospital,Max Healthcare,Trust,ST014,Maharashtra,C0820,Maharashtra City 820,L10723,Extension 40 Paradise,"91/14
Aurora Ganj",457296,24.181398,75.898564,97,12,16,54,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,4.8,22230,400,675258,1953,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,92.16
HSP004839,Metro Multispeciality Hospital,Children Hospital,Independent,Trust,ST014,Maharashtra,C0820,Maharashtra City 820,L10719,Sector 125 Greens,"007, Dhaliwal Marg",326462,28.576215,92.348846,1257,159,250,617,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,4.8,7146,1200,654620,2008,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,98.17
HSP016648,Prime Medical Centre,Cancer Hospital,Independent,Private,ST014,Maharashtra,C0820,Maharashtra City 820,L10724,Nagar 46 Greens,"90
Rana Nagar",536406,23.491514,75.809964,2181,391,476,759,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3.7,20195,1200,558924,2002,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,85.56
HSP009375,Royal Super Speciality Hospital,Medical College,Independent,Trust,ST014,Maharashtra,C0820,Maharashtra City 820,L10719,Sector 125 Greens,"87/609
Sangha Nagar",326462,28.578284,92.352419,733,93,192,425,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,3.1,18150,500,77418,2008,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,92.7
HSP017445,Yashoda Hospitals,Super Speciality,Yashoda Hospitals,Government,ST014,Maharashtra,C0820,Maharashtra City 820,L10718,Sector 113 Gardens,"H.No. 26
Talwar Path",945983,29.893795,94.066594,1298,119,233,731,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,4.5,24069,500,134926,1993,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,77.96
HSP002733,AIIMS,Medical College,AIIMS,Trust,ST014,Maharashtra,C0832,Maharashtra City 832,L10881,Layout 53 Vista,"80/95, Sahota Circle",293264,31.739133,84.911418,1934,158,503,796,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,5.0,3572,2000,430830,2010,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,75.32
HSP009690,Apex Children Hospital,Government Hospital,Independent,Trust,ST014,Maharashtra,C0832,Maharashtra City 832,L10871,Layout 60 Gardens,"38
Sastry Chowk",401156,13.822129,92.08881,1574,280,473,562,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,4.7,8382,200,550428,1996,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,78.33
HSP001507,Apex Multispeciality Hospital,Medical College,Independent,Government,ST014,Maharashtra,C0832,Maharashtra City 832,L10870,Colony 126 Gardens,"12/72, Nadig Circle",202733,13.280819,80.396602,2187,357,613,871,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,3.1,15116,300,688239,2012,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,83.44
HSP014974,Artemis Hospitals,Women's Hospital,Artemis Hospitals,Trust,ST014,Maharashtra,C0832,Maharashtra City 832,L10873,Enclave 1 Enclave,"794
Goyal Road",161283,9.814254,92.479106,469,38,79,183,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,3.8,8438,700,421680,1975,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,94.14
HSP024319,Aster DM Healthcare,Government Hospital,Aster DM Healthcare,Government,ST014,Maharashtra,C0832,Maharashtra City 832,L10880,Nagar 12 Vista,"605, Kuruvilla Marg",925908,14.605232,70.919117,1346,119,235,850,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,3.1,25313,1200,262432,2012,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,87.57
HSP003888,Elite Multispeciality Hospital,Women's Hospital,Independent,Trust,ST014,Maharashtra,C0832,Maharashtra City 832,L10876,Sector 130 Greens,"21/93
Narayan Marg",430409,24.439092,79.588972,576,82,103,330,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,4.3,3785,2000,52060,1996,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,82.51
HSP010398,Global Medical Centre,Super Speciality,Independent,Trust,ST014,Maharashtra,C0832,Maharashtra City 832,L10875,Phase 88 Vista,"H.No. 03
Varghese Marg",915523,18.936635,88.367274,1794,176,319,630,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,4.4,26694,1500,468725,1978,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,72.45
HSP021213,Green Children Hospital,Super Speciality,Independent,Government,ST014,Maharashtra,C0832,Maharashtra City 832,L10872,Garden 104 Greens,"27/663, Garg",561584,19.918504,81.70793,1524,198,435,918,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,3.3,14802,1500,356932,1987,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,91.52
HSP007055,Green Health Centre,Women's Hospital,Independent,Trust,ST014,Maharashtra,C0832,Maharashtra City 832,L10877,Garden 79 Gardens,"77/59
Rana Road",867407,31.574233,81.5566,901,155,211,446,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,3.9,8953,300,271381,1957,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,67.15
HSP015258,Green Multispeciality Hospital,Government Hospital,Independent,Private,ST014,Maharashtra,C0832,Maharashtra City 832,L10877,Garden 79 Gardens,"398
Shere Ganj",867407,31.576041,81.549054,2065,239,395,1205,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,3.8,25763,300,140218,1973,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,72.11
HSP011425,Green Trauma Centre,Cancer Hospital,Independent,Trust,ST014,Maharashtra,C0832,Maharashtra City 832,L10878,Block 91 Residency,"139
Varughese Circle",717521,17.192851,75.661906,263,45,53,102,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,3.7,6434,1200,110446,1996,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,84.41
HSP003602,Health Medical Centre,Private Hospital,Independent,Government,ST014,Maharashtra,C0832,Maharashtra City 832,L10877,Garden 79 Gardens,"550, Ramakrishnan Road",867407,31.579132,81.552494,378,32,76,178,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,3.4,2516,200,62810,2012,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,93.68
HSP014668,Hope Medical Centre,Medical College,Independent,Private,ST014,Maharashtra,C0832,Maharashtra City 832,L10876,Sector 130 Greens,"92/345
Ganesh Road",430409,24.437748,79.58349,1816,166,334,737,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,4.1,24177,1500,212842,1980,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,78.03
HSP022090,Hope Trauma Centre,Heart Hospital,Independent,Trust,ST014,Maharashtra,C0832,Maharashtra City 832,L10870,Colony 126 Gardens,"46/571, Kothari Road",202733,13.288652,80.393544,1851,228,397,921,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,4.5,8837,300,178429,2007,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,77.56
HSP001357,Lotus Medical Institute,Women's Hospital,Independent,Government,ST014,Maharashtra,C0832,Maharashtra City 832,L10878,Block 91 Residency,"H.No. 28
Malhotra Chowk",717521,17.184412,75.656253,114,19,28,75,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,4.4,12531,1200,198476,2012,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,68.68
HSP000040,Manipal Hospitals,Heart Hospital,Manipal Hospitals,Private,ST014,Maharashtra,C0832,Maharashtra City 832,L10871,Layout 60 Gardens,"H.No. 17, Viswanathan Street",401156,13.815636,92.091944,1012,109,224,464,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,3.5,28889,1500,403705,1979,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,82.68
HSP005807,Prime Hospital,Private Hospital,Independent,Government,ST014,Maharashtra,C0832,Maharashtra City 832,L10874,Park 123 Residency,"33
Dhar Circle",351681,24.25045,86.977366,510,83,139,230,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,4.3,29041,300,345069,1957,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,88.69
HSP018225,Shree Super Speciality Hospital,Heart Hospital,Independent,Trust,ST014,Maharashtra,C0832,Maharashtra City 832,L10870,Colony 126 Gardens,"75/75
Mukhopadhyay Path",202733,13.281036,80.391301,1648,235,309,684,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,3.4,24628,500,191936,1972,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,95.68
HSP003591,Sunrise Cancer Centre,Cancer Hospital,Independent,Private,ST014,Maharashtra,C0832,Maharashtra City 832,L10877,Garden 79 Gardens,"H.No. 28
Choudhary Zila",867407,31.580275,81.555674,1181,156,262,756,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,4.2,25875,500,564558,2016,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,91.98
HSP003742,Sunrise Heart Institute,Women's Hospital,Independent,Private,ST014,Maharashtra,C0832,Maharashtra City 832,L10872,Garden 104 Greens,"H.No. 58
Vig Path",561584,19.921251,81.709593,874,112,247,295,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,4.9,29301,2000,5763,1988,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,92.84
HSP004652,Sunrise Super Speciality Hospital,Cancer Hospital,Independent,Private,ST014,Maharashtra,C0832,Maharashtra City 832,L10880,Nagar 12 Vista,"H.No. 776, Batra Nagar",925908,14.59862,70.928184,131,20,39,50,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,3.0,26276,200,417378,2016,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,80.13
HSP001038,Supreme Hospital,Government Hospital,Independent,Government,ST014,Maharashtra,C0832,Maharashtra City 832,L10876,Sector 130 Greens,"49/64
Mani Chowk",430409,24.446622,79.585156,628,104,127,251,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.1,17542,700,420659,2016,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,96.7
HSP018885,Apex Health Centre,Government Hospital,Independent,Private,ST014,Maharashtra,C0843,Maharashtra City 843,L11014,Park 91 Paradise,"43
Kaul Marg",369590,25.726034,94.146116,1120,115,278,515,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,3.1,8836,1000,359809,1987,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,93.47
HSP015197,City Multispeciality Hospital,Private Hospital,Independent,Government,ST014,Maharashtra,C0843,Maharashtra City 843,L11014,Park 91 Paradise,"13, Magar",369590,25.728125,94.141345,486,44,91,168,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,4.8,25780,300,696139,1992,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,80.39
HSP020561,Green Multispeciality Hospital,Private Hospital,Independent,Private,ST014,Maharashtra,C0843,Maharashtra City 843,L11020,Nagar 50 Residency,"H.No. 242
Nazareth Chowk",294994,9.767175,88.432416,2311,245,435,1477,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.1,26380,1500,14142,1995,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,65.64
HSP019228,Hope Hospital,Women's Hospital,Independent,Government,ST014,Maharashtra,C0843,Maharashtra City 843,L11015,Park 83 Vista,"H.No. 68
Dhingra",758646,22.021993,70.559331,1974,322,589,1145,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,3.7,15696,1200,344391,1953,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,79.9
HSP015637,Life Heart Institute,Super Speciality,Independent,Government,ST014,Maharashtra,C0843,Maharashtra City 843,L11019,Colony 47 Gardens,"919, Pillay Ganj",728671,16.261367,90.826313,369,35,85,141,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,3.4,14523,400,410087,2012,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,72.73
HSP017044,Lotus Health Centre,Cancer Hospital,Independent,Government,ST014,Maharashtra,C0843,Maharashtra City 843,L11017,Block 77 City,"H.No. 66, Vasa Street",620467,16.711448,74.181406,526,65,101,247,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,4.4,22390,1000,430163,1959,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,65.31
HSP004421,Lotus Hospital,Women's Hospital,Independent,Government,ST014,Maharashtra,C0843,Maharashtra City 843,L11015,Park 83 Vista,"48, Chand Nagar",758646,22.018462,70.559159,1454,218,274,629,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,3.5,650,1000,252190,1983,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,85.17
HSP018496,Lotus Hospital,Government Hospital,Independent,Trust,ST014,Maharashtra,C0843,Maharashtra City 843,L11019,Colony 47 Gardens,"980, Borra Path",728671,16.258039,90.818375,740,106,181,279,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,4.5,26034,400,197138,2018,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,92.74
HSP010181,Metro Medical Centre,Cancer Hospital,Independent,Private,ST014,Maharashtra,C0843,Maharashtra City 843,L11013,Colony 31 Enclave,"H.No. 578, Sathe Circle",896705,36.706025,74.541783,35,5,10,20,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,3.2,5368,200,699581,2005,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,81.05
HSP000690,Narayana Health,Children Hospital,Narayana Health,Trust,ST014,Maharashtra,C0843,Maharashtra City 843,L11016,Block 118 Paradise,"85
Dutta Zila",301631,11.606998,84.613063,1176,193,197,448,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,3.6,5407,200,63539,2024,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,89.83
HSP009324,Unity Multispeciality Hospital,Women's Hospital,Independent,Private,ST014,Maharashtra,C0843,Maharashtra City 843,L11017,Block 77 City,"H.No. 11
Rana Road",620467,16.714092,74.187509,137,13,28,68,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,5.0,18860,500,495189,2019,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,88.81
HSP005806,Wellness Super Speciality Hospital,Children Hospital,Independent,Trust,ST014,Maharashtra,C0843,Maharashtra City 843,L11014,Park 91 Paradise,"89/471, Rajagopal Nagar",369590,25.727878,94.143999,2355,412,665,917,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,3.6,10155,200,264815,2020,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,87.23
HSP003915,Apollo Hospitals,Women's Hospital,Apollo Hospitals,Government,ST014,Maharashtra,C0867,Maharashtra City 867,L11321,Phase 45 County,"H.No. 675
Chandra",884644,19.466055,73.589413,898,94,182,322,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,4.8,18321,700,155668,1983,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,80.45
HSP019252,Care Children Hospital,Cancer Hospital,Independent,Private,ST014,Maharashtra,C0867,Maharashtra City 867,L11324,Garden 65 Vista,"41/423
Luthra Road",894964,17.433398,84.663822,691,94,128,420,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,4.7,11600,500,452993,1980,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,98.38
HSP004643,City Trauma Centre,Government Hospital,Independent,Trust,ST014,Maharashtra,C0867,Maharashtra City 867,L11326,Extension 130 Paradise,"H.No. 586
Butala Chowk",297584,8.611728,90.379372,59,10,14,34,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.7,789,500,204215,1959,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,92.71
HSP009165,Elite Heart Institute,Super Speciality,Independent,Trust,ST014,Maharashtra,C0867,Maharashtra City 867,L11322,Layout 51 Greens,"07, Dixit Nagar",117227,24.889377,75.21668,884,102,165,412,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3.4,22859,2000,662452,1972,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,85.84
HSP018233,Global Multispeciality Hospital,Cancer Hospital,Independent,Trust,ST014,Maharashtra,C0867,Maharashtra City 867,L11327,Layout 76 Heights,"325
Golla Street",581448,27.128834,83.754918,568,68,100,330,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,3.6,17341,1000,588315,1988,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,74.68
HSP014658,Green Multispeciality Hospital,Heart Hospital,Independent,Government,ST014,Maharashtra,C0867,Maharashtra City 867,L11321,Phase 45 County,"66/423
Chada Ganj",884644,19.465457,73.590705,1575,230,471,597,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,3.6,20355,300,340701,2017,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,81.68
HSP009612,Health Cancer Centre,Government Hospital,Independent,Government,ST014,Maharashtra,C0867,Maharashtra City 867,L11327,Layout 76 Heights,"86/897, Upadhyay Road",581448,27.132474,83.748091,788,64,145,371,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,3.0,596,1200,77825,1960,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,92.55
HSP024869,Life Cancer Centre,Heart Hospital,Independent,Trust,ST014,Maharashtra,C0867,Maharashtra City 867,L11322,Layout 51 Greens,"39/01, Nayak Chowk",117227,24.888402,75.217444,1844,258,378,734,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,4.3,7283,700,249271,1957,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,73.27
HSP023182,Life Children Hospital,Super Speciality,Independent,Government,ST014,Maharashtra,C0867,Maharashtra City 867,L11321,Phase 45 County,"H.No. 738, Reddy Chowk",884644,19.459192,73.59608,822,96,222,309,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,4.0,18324,2000,63581,2025,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,92.74
HSP024326,Life Hospital,Heart Hospital,Independent,Government,ST014,Maharashtra,C0867,Maharashtra City 867,L11326,Extension 130 Paradise,"H.No. 921, Bera Nagar",297584,8.611317,90.380457,2019,259,578,692,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,3.5,6090,1200,281153,1966,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,84.34
