mreid_id,price,area,location,no_of_bedrooms,resale,maintenancestaff,gymnasium,swimmingpool,landscapedgardens,joggingtrack,rainwaterharvesting,indoorgames,shoppingmall,intercom,sportsfacility,atm,clubhouse,school,24x7security,powerbackup,carparking,staffquarter,cafeteria,multipurposeroom,hospital,washingmachine,gasconnection,ac,wifi,children_splayarea,liftavailable,bed,vaastucompliant,microwave,golfcourse,tv,diningtable,sofa,wardrobe,refrigerator,source_city,source_file,amenity_count,amenity_coverage
MREID_0009905,13500000,1600.0,sector 4 dwarka,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,5,34
MREID_0009906,3800000,1000.0,uttam nagar,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,1,34
MREID_0009907,5000000,920.0,uttam nagar,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,5,34
MREID_0009908,2800000,570.0,dwarka mor,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009909,162500000,6400.0,dlf phase 5,5.0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,6,34
MREID_0009910,7500000,1100.0,sector 3 dwarka,2.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,5,34
MREID_0009911,26000000,1650.0,chittaranjan park,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,4,34
MREID_0009912,3000000,750.0,chattarpur,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,1,34
MREID_0009913,3000000,800.0,chattarpur,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,0,34
MREID_0009914,5200000,1000.0,dwarka mor,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,0,34
MREID_0009915,18000000,1700.0,vasant kunj,3.0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,9,34
MREID_0009916,35000000,1800.0,vasant kunj,4.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,4,34
MREID_0009917,4400000,810.0,chattarpur,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,1,34
MREID_0009918,15500000,1800.0,sector 13 dwarka,3.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,6,34
MREID_0009919,27500000,1550.0,greater kailash,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,0,34
MREID_0009920,8200000,500.0,vasant kunj,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,delhi,Delhi.csv,6,34
MREID_0009921,4799000,950.0,uttam nagar,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,delhi,Delhi.csv,2,34
MREID_0009922,15000000,1250.0,sector-14 rohini,3.0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,delhi,Delhi.csv,13,34
MREID_0009923,14000000,1000.0,paschim vihar,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,0,34
MREID_0009924,6500000,1000.0,dwarka mor,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009925,3200000,620.0,dwarka mor,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009926,6600000,700.0,pitampura,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,0,34
MREID_0009927,6800000,581.0,vasant kunj,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,delhi,Delhi.csv,8,34
MREID_0009928,2650000,600.0,vasant kunj,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,0,34
MREID_0009929,10400000,1000.0,sector 18b dwarka,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009930,22500000,2150.0,sector 10 dwarka,3.0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,9,34
MREID_0009931,28500000,2350.0,sector 11 dwarka,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,1,34
MREID_0009932,14000000,1500.0,sarita vihar,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,0,34
MREID_0009933,5499000,900.0,dwarka mor,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009934,3399000,720.0,dwarka mor,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009935,2349000,450.0,dwarka mor,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009936,6000000,990.0,dwarka mor,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009937,3199000,675.0,dwarka mor,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009938,4099000,765.0,dwarka mor,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009939,5499000,900.0,dwarka mor,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009940,3399000,720.0,dwarka mor,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009941,2349000,450.0,dwarka mor,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009942,5999000,990.0,dwarka mor,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009943,3199000,675.0,dwarka mor,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009944,4099000,765.0,dwarka mor,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009945,5499000,900.0,dwarka mor,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009946,3399000,720.0,dwarka mor,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009947,2299000,450.0,dwarka mor,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009948,6000000,990.0,dwarka mor,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009949,3199000,675.0,dwarka mor,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009950,4099000,765.0,dwarka mor,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009951,18900000,2150.0,sector 11 dwarka,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,1,34
MREID_0009952,17400000,1950.0,sector 4 dwarka,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,1,34
MREID_0009953,13400000,1650.0,sector 2 dwarka,3.0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,10,34
MREID_0009954,16399999,1750.0,sector 22 dwarka,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,1,34
MREID_0009955,19200000,2250.0,sector 4 dwarka,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,1,34
MREID_0009956,2300000,410.0,uttam nagar,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009957,2600000,450.0,uttam nagar,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009958,5800000,750.0,uttam nagar,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009959,5000000,700.0,uttam nagar,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009960,4500000,650.0,uttam nagar,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009961,17000000,1450.0,sarita vihar,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,2,34
MREID_0009962,13500000,1400.0,sarita vihar,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,2,34
MREID_0009963,13000000,1150.0,sarita vihar,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,delhi,Delhi.csv,4,34
MREID_0009964,18300000,1550.0,sarita vihar,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,delhi,Delhi.csv,5,34
MREID_0009965,18000000,1500.0,sarita vihar,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,delhi,Delhi.csv,3,34
MREID_0009966,17000000,1550.0,sarita vihar,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,0,34
MREID_0009967,19000000,1500.0,sarita vihar,3.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,4,34
MREID_0009968,18000000,1450.0,sarita vihar,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,0,34
MREID_0009969,14000000,1200.0,sarita vihar,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,0,34
MREID_0009970,4500000,500.0,jasola,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,4,34
MREID_0009971,16000000,1800.0,sector 6 dwarka,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,0,34
MREID_0009972,15500000,1700.0,sector 4 dwarka,3.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,6,34
MREID_0009973,16000000,1800.0,sector 13 dwarka,3.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,6,34
MREID_0009974,24000000,2000.0,sector 13 dwarka,4.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,7,34
MREID_0009975,18000000,1900.0,sector 13 dwarka,4.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,delhi,Delhi.csv,8,34
MREID_0009976,16000000,1800.0,sector 6 dwarka,3.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,6,34
MREID_0009977,15500000,1700.0,sector 13 dwarka,3.0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,17,34
MREID_0009978,18000000,1900.0,sector 13 dwarka,4.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,6,34
MREID_0009979,17000000,1800.0,sector 7 dwarka,3.0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,delhi,Delhi.csv,14,34
MREID_0009980,19500000,1900.0,sector 7 dwarka,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,0,34
MREID_0009981,16500000,1800.0,sector 5 dwarka,3.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,7,34
MREID_0009982,15500000,1800.0,sector 12 dwarka,3.0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,delhi,Delhi.csv,17,34
MREID_0009983,17500000,1800.0,sector 12 dwarka,3.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,6,34
MREID_0009984,4700000,820.0,dwarka mor,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,2,34
MREID_0009985,2700000,625.0,dwarka mor,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,2,34
MREID_0009986,2400000,525.0,dwarka mor,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,2,34
MREID_0009987,3500000,750.0,dwarka mor,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,2,34
MREID_0009988,4200000,850.0,dwarka mor,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,2,34
MREID_0009989,16500000,1700.0,sector 22 dwarka,3.0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,13,34
MREID_0009990,16800000,1900.0,sector 6 dwarka,4.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,6,34
MREID_0009991,13799999,1700.0,sector 9 dwarka,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,0,34
MREID_0009992,13000000,1700.0,sector 9 dwarka,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,0,34
MREID_0009993,13000000,1700.0,sector 9 dwarka,3.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,6,34
MREID_0009994,10500000,1400.0,sector 7 dwarka,2.0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,delhi,Delhi.csv,14,34
MREID_0009995,19000000,1900.0,sector 13 dwarka,4.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,7,34
MREID_0009996,13000000,1700.0,sector 4 dwarka,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,0,34
MREID_0009997,13000000,1700.0,sector 4 dwarka,3.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,6,34
MREID_0009998,18000000,1900.0,sector 13 dwarka,4.0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,delhi,Delhi.csv,11,34
MREID_0009999,19000000,1900.0,sector 13 dwarka,4.0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,17,34
MREID_0010000,19500000,1900.0,sector 7 dwarka,4.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,6,34
MREID_0010001,18500000,1800.0,sector 2 dwarka,3.0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,delhi,Delhi.csv,10,34
MREID_0010002,14500000,1800.0,sector 2 dwarka,3.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,4,34
MREID_0010003,14500000,1800.0,sector 2 dwarka,3.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,7,34
MREID_0010004,14500000,1800.0,sector 2 dwarka,3.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,11,34
MREID_0010005,15800000,1800.0,sector 2 dwarka,3.0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,delhi,Delhi.csv,11,34
MREID_0010006,14500000,1800.0,sector 2 dwarka,3.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,8,34
MREID_0010007,19000000,2000.0,sector 2 dwarka,3.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,delhi,Delhi.csv,9,34
MREID_0010008,17000000,1900.0,sector 10 dwarka,3.0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,delhi,Delhi.csv,13,34
MREID_0010009,15800000,1700.0,sector 9 dwarka,3.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,7,34
MREID_0010010,10000000,1100.0,sector 7 dwarka,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,0,34
MREID_0010011,14500000,1700.0,sector 6 dwarka,3.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,6,34
MREID_0010012,14500000,1700.0,sector 6 dwarka,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,0,34
MREID_0010013,15500000,1600.0,sector 10 dwarka,3.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,6,34
MREID_0010014,15500000,1600.0,sector 10 dwarka,3.0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,delhi,Delhi.csv,18,34
MREID_0010015,14500000,1500.0,sector 4 dwarka,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,0,34
MREID_0010016,14500000,1500.0,sector 4 dwarka,3.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,7,34
MREID_0010017,16500000,1600.0,sector 12 dwarka,3.0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,delhi,Delhi.csv,17,34
MREID_0010018,17200000,1800.0,sector 22 dwarka,3.0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,7,34
MREID_0010019,20900000,2200.0,sector 11 dwarka,4.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,6,34
MREID_0010020,19500000,1900.0,sector 4 dwarka,3.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,6,34
MREID_0010021,15800000,1700.0,sector 13 dwarka,3.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,delhi,Delhi.csv,5,34
